sample_id	cut_off_reads	unmapped_ratios	cut_off_unmapped	ercc_percentage	cut_off_ercc	cut_off_genes	ercc_conversion	conversion	conversion_outlier	filter_all
20170908-E05	TRUE	0.377760529066267	TRUE	0.0342282881701156	TRUE	TRUE	0.0575994913441808	0.10479425734356	FALSE	TRUE
20170908-E06	TRUE	0.490614268203322	FALSE	0.0559907192575406	TRUE	TRUE	0.0511709407781014	0.116732561701075	FALSE	TRUE
20170908-E07	TRUE	0.481497835352941	FALSE	0.103559573258386	TRUE	FALSE	0.0481647527031239	0.127173473513951	FALSE	FALSE
20170908-E08	TRUE	0.331818486855268	TRUE	0.0356137175982939	TRUE	TRUE	0.0535554267039165	0.099894266025123	FALSE	TRUE
20170908-E09	TRUE	0.442494343474929	FALSE	0.0707579473265415	TRUE	TRUE	0.0466182739946999	0.124090729609968	FALSE	FALSE
20170908-E10	TRUE	0.33514969293591	TRUE	0.0296166248168768	TRUE	TRUE	0.067025536663822	0.118743593160828	FALSE	TRUE
20170908-E11	TRUE	0.306045463104176	TRUE	0.0286194344365625	TRUE	TRUE	0.0653873721248452	0.110267995557565	FALSE	TRUE
20170908-E12	FALSE	0.622979983459316	FALSE	0.0991848367986206	TRUE	FALSE	0.0616165053048347	0.15544770273492	FALSE	FALSE
20170908-F01	TRUE	0.364013645337894	TRUE	0.0350199925263389	TRUE	TRUE	0.0588948935700893	0.108535994457771	FALSE	TRUE
20170908-F02	TRUE	0.39662992328733	TRUE	0.0289795320527078	TRUE	TRUE	0.0643329589417197	0.117453817123351	FALSE	TRUE
20170908-F03	TRUE	0.407381376628982	TRUE	0.0381929796633104	TRUE	TRUE	0.0526219813999531	0.106402442179335	FALSE	TRUE
20170908-F04	TRUE	0.449366301082532	FALSE	0.0551873474364355	TRUE	TRUE	0.0483711303095752	0.105738870734099	FALSE	TRUE
20170908-F05	TRUE	0.432290261149601	TRUE	0.0276782777560004	TRUE	TRUE	0.0859107927722611	0.140467118662143	FALSE	TRUE
20170908-F06	TRUE	0.421075721061205	TRUE	0.0345829574919201	TRUE	TRUE	0.0678537054860443	0.123927507310883	FALSE	TRUE
20170908-F07	TRUE	0.404683229891554	TRUE	0.0540416510561722	TRUE	TRUE	0.0541526296739705	0.11671110319243	FALSE	TRUE
20170908-F08	FALSE	0.566205617679877	FALSE	0.0995443963714557	TRUE	FALSE	0.0751412849494349	0.173698208919638	FALSE	FALSE
20170908-F09	TRUE	0.358006474064441	TRUE	0.0371539082282884	TRUE	TRUE	0.060665068903535	0.114415899063843	FALSE	TRUE
20170908-F10	TRUE	0.358426974238758	TRUE	0.0404579035768831	TRUE	TRUE	0.0519432265735305	0.0981161203527104	FALSE	TRUE
20170908-F11	TRUE	0.338049916139534	TRUE	0.0279869328892583	TRUE	TRUE	0.0687938288920056	0.117372219434097	FALSE	TRUE
20170908-F12	TRUE	0.432122926031876	TRUE	0.0366564305921609	TRUE	TRUE	0.0679105415253173	0.129142299612239	FALSE	TRUE
20170908-G01	TRUE	0.463884560641011	FALSE	0.0471394875182018	TRUE	TRUE	0.0510595861381202	0.112172835911495	FALSE	TRUE
20170908-G02	TRUE	0.419788693686184	TRUE	0.0197002442770288	TRUE	TRUE	0.119779769226264	0.183626664594569	FALSE	FALSE
20170908-G03	TRUE	0.387536390570656	TRUE	0.0442701788074804	TRUE	TRUE	0.0490296220633299	0.0985681370590172	FALSE	TRUE
20170908-G04	TRUE	0.545626184371865	FALSE	0.0827848151174176	TRUE	TRUE	0.0582896756098852	0.145778994334413	FALSE	TRUE
20170908-G05	TRUE	0.383942500812071	TRUE	0.0451842720215463	TRUE	TRUE	0.0589766065852189	0.113790702288314	FALSE	TRUE
20170908-G06	TRUE	0.441808564343491	FALSE	0.0412387521917571	TRUE	TRUE	0.0670482420278005	0.127504663563905	FALSE	TRUE
20170908-G07	TRUE	0.330803635759402	TRUE	0.0332861795436351	TRUE	TRUE	0.0611941684464667	0.107967621871234	FALSE	TRUE
20170908-G08	TRUE	0.339246919649229	TRUE	0.0297512264681118	TRUE	TRUE	0.0697095993546652	0.115241869470281	FALSE	TRUE
20170908-G09	TRUE	0.400632011002857	TRUE	0.0248031724313857	TRUE	TRUE	0.0930297788789678	0.155815358847349	FALSE	FALSE
20170908-G10	TRUE	0.362061453360612	TRUE	0.0421173086835067	TRUE	TRUE	0.0514441115000126	0.0974460334069682	FALSE	TRUE
20170908-G11	TRUE	0.344272806679819	TRUE	0.0353520553782675	TRUE	TRUE	0.0610293001366328	0.10785202072262	FALSE	TRUE
20170908-G12	TRUE	0.42956373776874	TRUE	0.0340336898678104	TRUE	TRUE	0.0705444264386443	0.129182736589361	FALSE	TRUE
20170908-H01	TRUE	0.411743345292196	TRUE	0.0116152927689273	TRUE	TRUE	0.223668353820198	0.28098933541865	FALSE	FALSE
20170908-H02	TRUE	0.410715294145621	TRUE	0.0282590028207304	TRUE	TRUE	0.0907143813305966	0.146071804934772	FALSE	TRUE
20170908-H03	FALSE	0.591249289458725	FALSE	0.0958936918144242	TRUE	FALSE	0.0765791169835643	0.165457326974685	FALSE	FALSE
20170908-H04	TRUE	0.452828175267284	FALSE	0.0493173524730093	TRUE	TRUE	0.057562171043471	0.113841440504061	FALSE	TRUE
20170908-H05	TRUE	0.421119255710991	TRUE	0.037482460938429	TRUE	TRUE	0.0655732504282723	0.11983628861546	FALSE	TRUE
20170908-H06	TRUE	0.45649526890439	FALSE	0.0464763089174379	TRUE	TRUE	0.0561596696490021	0.115788866176417	FALSE	TRUE
20170908-H07	TRUE	0.357319509988363	TRUE	0.0363601411722453	TRUE	TRUE	0.0603729382340836	0.109811099389368	FALSE	TRUE
20170908-H08	TRUE	0.373246673325786	TRUE	0.0468390397251593	TRUE	TRUE	0.0463982909406502	0.104136022073949	FALSE	FALSE
20170908-H09	TRUE	0.380927492699207	TRUE	0.0301170523846081	TRUE	TRUE	0.073213518545038	0.126978972513467	FALSE	TRUE
20170908-H10	TRUE	0.348906395118648	TRUE	0.0440941122982496	TRUE	TRUE	0.0515285868948806	0.103923938020048	FALSE	TRUE
20170908-H11	TRUE	0.414891905052114	TRUE	0.0632846255533967	TRUE	TRUE	0.0520678536380205	0.10481511241832	FALSE	TRUE
20170908-H12	TRUE	0.445422208204104	FALSE	0.0337158601165274	TRUE	TRUE	0.0750834051804926	0.134612666656197	FALSE	TRUE
