name	type	checksum	instrument	read_length	library
20170906-A03-NA19098.fastq.gz	fastq	e133c5dbc4c8785104aa3b4b656779b5	HiSeq 2500	50	single
20170906-A04-NA19098.fastq.gz	fastq	92af4555d264216f765eefa34f4b0d5c	HiSeq 2500	50	single
20170906-A05-NA19101.fastq.gz	fastq	97338ba65359fbd819cf20ce26722046	HiSeq 2500	50	single
20170906-A06-NA19098.fastq.gz	fastq	caff9d63e58fbc859b140fd2f38cfc8e	HiSeq 2500	50	single
20170906-A07-NA19101.fastq.gz	fastq	c5e51bd00c5f88be7d2eec576c69422a	HiSeq 2500	50	single
20170906-A08-NA19098.fastq.gz	fastq	5acf4fe872448e987c37c41f6f072293	HiSeq 2500	50	single
20170906-A09-NA19098.fastq.gz	fastq	71beef0e271021416e6de2f6014a3605	HiSeq 2500	50	single
20170906-A10-NA19098.fastq.gz	fastq	d2737b85bba0a3ff77c5b4c4e92cae40	HiSeq 2500	50	single
20170906-A11-NA19098.fastq.gz	fastq	0d46221535a8c569f650f3b844a547a4	HiSeq 2500	50	single
20170906-A12-NA19098.fastq.gz	fastq	603a01129fd9d544487490aeeeed0611	HiSeq 2500	50	single
20170906-B01-NA19101.fastq.gz	fastq	691f9b3b3b981ed8f1632f78addf7ff8	HiSeq 2500	50	single
20170906-B02-NA19101.fastq.gz	fastq	88c7fd6e9d399fe12045b798f9ae17b3	HiSeq 2500	50	single
20170906-B03-NA19098.fastq.gz	fastq	81e79f73921e78f8a1bba214652313d2	HiSeq 2500	50	single
20170906-B04-NA19101.fastq.gz	fastq	0673d2162920a5be77403de6fa26cc03	HiSeq 2500	50	single
20170906-B05-NA19098.fastq.gz	fastq	491fe54bc511eaaa0290ede008b79b8a	HiSeq 2500	50	single
20170906-B06-NA19098.fastq.gz	fastq	b2481aa79b543477d79d809e41865cff	HiSeq 2500	50	single
20170906-B07-NA19101.fastq.gz	fastq	594db2fd382bbdc760f7bca145376ac8	HiSeq 2500	50	single
20170906-B08-NA19098.fastq.gz	fastq	fe705e8417ada34492cb60b288aca307	HiSeq 2500	50	single
20170906-B09-NA19101.fastq.gz	fastq	4c8359bb2672eb8d558e86eb22e85bc7	HiSeq 2500	50	single
20170906-B10-NA19098.fastq.gz	fastq	d6662371449aa0e20198d17ebe73c9a5	HiSeq 2500	50	single
20170906-B11-NA19098.fastq.gz	fastq	93abe53935e980c2d88ca099c31538c1	HiSeq 2500	50	single
20170906-B12-NA19101.fastq.gz	fastq	271ca6ea9e0d7cb04f9ea897b862b033	HiSeq 2500	50	single
20170906-C01-NA19098.fastq.gz	fastq	50344009c746b3c94722fb1607af9e3d	HiSeq 2500	50	single
20170906-C02-NA19098.fastq.gz	fastq	98bbd583e783747d6e6a87df2ede4180	HiSeq 2500	50	single
20170906-C03-NA19101.fastq.gz	fastq	aa4d637bede63d8988af279898b807c3	HiSeq 2500	50	single
20170906-C04-NA19098.fastq.gz	fastq	1838e33165bb8ad417c79dd741e0a687	HiSeq 2500	50	single
20170906-C05-NA19098.fastq.gz	fastq	7a67c3adeeea76eb700d53c154d18123	HiSeq 2500	50	single
20170906-C06-NA19098.fastq.gz	fastq	a80f903218b7acfc65f1e3ec39e8315c	HiSeq 2500	50	single
20170906-C07-NA19098.fastq.gz	fastq	2b2008dc420e9a1965f066698f4021af	HiSeq 2500	50	single
20170906-C08-NA19098.fastq.gz	fastq	7786b7e81d7c8cccaa07e52e4f9a256c	HiSeq 2500	50	single
20170906-C09-NA19098.fastq.gz	fastq	215c092163b35a3c1d628a384da76568	HiSeq 2500	50	single
20170906-C10-NA19098.fastq.gz	fastq	cf550ffc83f2a60408fb9d8333984089	HiSeq 2500	50	single
20170906-C11-NA19098.fastq.gz	fastq	a4bb6b5401ea92cfe00d5852982c3648	HiSeq 2500	50	single
20170906-C12-NA19098.fastq.gz	fastq	f7ed11550e039662b6d073357d86e94f	HiSeq 2500	50	single
20170906-D01-NA19101.fastq.gz	fastq	44e7b07899a129acd9fe45c8e7dcb32d	HiSeq 2500	50	single
20170906-D02-NA19098.fastq.gz	fastq	1e8d2cec7f8539a25dfbcc2b016bc244	HiSeq 2500	50	single
20170906-D03-NA19098.fastq.gz	fastq	3a1e82900ffe529cbf3aabdeeb5e00ff	HiSeq 2500	50	single
20170906-D04-NA19098.fastq.gz	fastq	45c6b03b8ce08569139ce6f4184f855f	HiSeq 2500	50	single
20170906-D05-NA19101.fastq.gz	fastq	6bf4d39939d7ebdb8fdb7e2bc2403153	HiSeq 2500	50	single
20170906-D06-NA19098.fastq.gz	fastq	7bcbd8feab28856539d84b44f0cb293d	HiSeq 2500	50	single
20170906-D07-NA19098.fastq.gz	fastq	bc434a083e9cd906c94d7adbf644f506	HiSeq 2500	50	single
20170906-D08-NA19098.fastq.gz	fastq	a44c4cc8fecd6ec3ccc0eee74541b403	HiSeq 2500	50	single
20170906-D09-NA19098.fastq.gz	fastq	e59b73e815163b47571354eae5309e9e	HiSeq 2500	50	single
20170906-D10-NA19101.fastq.gz	fastq	8b4e54042689c29076267b583360a8a4	HiSeq 2500	50	single
20170906-D11-NA19098.fastq.gz	fastq	2e8d89d99514846435b7865a8602e40a	HiSeq 2500	50	single
20170906-D12-NA19098.fastq.gz	fastq	627c535dbcfc9ca7f1841c20aff6a4fc	HiSeq 2500	50	single
20170906-E01-NA19101.fastq.gz	fastq	8a1f3234190bd46b5385d3852ba0d591	HiSeq 2500	50	single
20170906-E02-NA19098.fastq.gz	fastq	7b3bedb7011ce553ad2f4a9ac2720e5d	HiSeq 2500	50	single
20170906-E03-NA19098.fastq.gz	fastq	5501622174a4bb2bb80e366c27c016ea	HiSeq 2500	50	single
20170906-E04-NA19098.fastq.gz	fastq	3e4df4fcc5c02135adf5ffd83bf2152d	HiSeq 2500	50	single
20170906-E05-NA19098.fastq.gz	fastq	b916b9370eb2609502b69ff5bf40719e	HiSeq 2500	50	single
20170906-E06-NA19101.fastq.gz	fastq	34c5869bfa7c6d6a4b014d11edc3e84a	HiSeq 2500	50	single
20170906-E07-NA19098.fastq.gz	fastq	1c4c55e7078bc530a0fff0003b34ac27	HiSeq 2500	50	single
20170906-E08-NA19101.fastq.gz	fastq	f6d31fa1b57ca2d02cf32bc756f5300e	HiSeq 2500	50	single
20170906-E09-NA19098.fastq.gz	fastq	1a9d0c32ce6a9653fe1a8c0cbacdb683	HiSeq 2500	50	single
20170906-E10-NA19101.fastq.gz	fastq	112aa98a7f3b9a003ed430e69c6493b9	HiSeq 2500	50	single
20170906-E11-NA19098.fastq.gz	fastq	fe46068528d9e73f52d056e24c56f05b	HiSeq 2500	50	single
20170906-E12-NA19098.fastq.gz	fastq	e4261d57e1243607a106fafe4da09ddc	HiSeq 2500	50	single
20170906-F01-NA19101.fastq.gz	fastq	64bb38f7e4322d51abb0f9ec0cad2230	HiSeq 2500	50	single
20170906-F02-NA19098.fastq.gz	fastq	cea4970a65571dc1f55c55b5e8fe5537	HiSeq 2500	50	single
20170906-F03-NA19098.fastq.gz	fastq	ee69913ab1534b52c1fd74896d1b5d6b	HiSeq 2500	50	single
20170906-F04-NA19098.fastq.gz	fastq	df9306cf73a58e9473c4aa2009821869	HiSeq 2500	50	single
20170906-F05-NA19098.fastq.gz	fastq	1e1e484bcb1c65618a852e16f71525d7	HiSeq 2500	50	single
20170906-F06-NA19098.fastq.gz	fastq	391a628f8350e4e5ef9e54ed2be7497f	HiSeq 2500	50	single
20170906-F07-NA19098.fastq.gz	fastq	5fa8f045509643b41907cfac9dbc4fc3	HiSeq 2500	50	single
20170906-F08-NA19101.fastq.gz	fastq	be8e94d0eed064be083f9e253aa41df0	HiSeq 2500	50	single
20170906-F09-NA19098.fastq.gz	fastq	b6ca153cfde87bc2b7404dc3c82dbc8e	HiSeq 2500	50	single
20170906-F10-NA19098.fastq.gz	fastq	963ad7f59bcd7f6efee9bba7eef71b27	HiSeq 2500	50	single
20170906-F11-NA19101.fastq.gz	fastq	06b4649313b8480c4235844b04159313	HiSeq 2500	50	single
20170906-F12-NA19098.fastq.gz	fastq	76231decd33c2ffa04555d30fb832c17	HiSeq 2500	50	single
20170906-G01-NA19098.fastq.gz	fastq	423579b94de41e493bfa684c18aa79af	HiSeq 2500	50	single
20170906-G02-NA19098.fastq.gz	fastq	4c1b9df6dab849bca3debf64f99106ef	HiSeq 2500	50	single
20170906-G03-NA19101.fastq.gz	fastq	c00a567a6af755940b512c462b7ff073	HiSeq 2500	50	single
20170906-G04-NA19101.fastq.gz	fastq	08c9c1857f98e3bb2e4690361e2fe6af	HiSeq 2500	50	single
20170906-G05-NA19098.fastq.gz	fastq	831b04bcd666c4fee264ca0c6932d37b	HiSeq 2500	50	single
20170906-G06-NA19101.fastq.gz	fastq	ff49b5eab54c68f61ce485528dd2f3d2	HiSeq 2500	50	single
20170906-G07-NA19098.fastq.gz	fastq	fc568951f1709c93e79948cbfb024513	HiSeq 2500	50	single
20170906-G08-NA19098.fastq.gz	fastq	6d8248821ecf8187f9a5ef5f83f02013	HiSeq 2500	50	single
20170906-G09-NA19101.fastq.gz	fastq	d81209924ad7d6574dc99c428b81f813	HiSeq 2500	50	single
20170906-G10-NA19098.fastq.gz	fastq	101174d916483bc4f8125548eff1f121	HiSeq 2500	50	single
20170906-G11-NA19098.fastq.gz	fastq	505129a209e0c659e5bbb04f1bc2d30b	HiSeq 2500	50	single
20170906-G12-NA19098.fastq.gz	fastq	fb87e4d0a2b574aaa27a6f61a5b25ed2	HiSeq 2500	50	single
20170906-H01-NA19098.fastq.gz	fastq	7e0ef42fc374d6a5c1948689a197aa7a	HiSeq 2500	50	single
20170906-H02-NA19098.fastq.gz	fastq	409e84d8da303f6fa06e8ebcb7d255f3	HiSeq 2500	50	single
20170906-H03-NA19101.fastq.gz	fastq	fc80ac79bedb7b8e118d32c7539d2644	HiSeq 2500	50	single
20170906-H04-NA19101.fastq.gz	fastq	fefa1cfa359257317e9ed41765d98caf	HiSeq 2500	50	single
20170906-H05-NA19098.fastq.gz	fastq	43dcb79b2395f06969d2a0b1b73a35b8	HiSeq 2500	50	single
20170906-H06-NA19101.fastq.gz	fastq	6ad0249de17f40ca0bce31fc54d9da1b	HiSeq 2500	50	single
20170906-H07-NA19098.fastq.gz	fastq	1dcdae920c4908578293cf5ba5c8504e	HiSeq 2500	50	single
20170906-H08-NA19098.fastq.gz	fastq	977dc1236e9c1ce45cd32f8ad8c056b2	HiSeq 2500	50	single
20170906-H09-NA19101.fastq.gz	fastq	60c3828389bfbe0cc3542ce01c14da3b	HiSeq 2500	50	single
20170906-H10-NA19098.fastq.gz	fastq	8fed57d16d14ead60be7001f44b953b8	HiSeq 2500	50	single
20170906-H11-NA19098.fastq.gz	fastq	6b997219392b0155296366f5220a8882	HiSeq 2500	50	single
20170906-H12-NA19101.fastq.gz	fastq	cd648512d8b5e9d979e9da7d91d773b2	HiSeq 2500	50	single
20170907-A01-NA18855.fastq.gz	fastq	f7c6cf5c157c581bf0558fc59a8daa91	HiSeq 2500	50	single
20170907-A02-NA18855.fastq.gz	fastq	1d228e55b7fbdc331974bbdb243ef2c9	HiSeq 2500	50	single
20170907-A03-NA18855.fastq.gz	fastq	d37f20087fcead5b0a376024d7756660	HiSeq 2500	50	single
20170907-A04-NA19098.fastq.gz	fastq	c9ecfd883f605719c05cce6f50824418	HiSeq 2500	50	single
20170907-A05-NA19098.fastq.gz	fastq	77dc6e7cd6f2ab3c161568ac1e642f7f	HiSeq 2500	50	single
20170907-A06-NA19098.fastq.gz	fastq	471e2076d74012f3396565402eea6cbf	HiSeq 2500	50	single
20170907-A07-NA19098.fastq.gz	fastq	b191712cc43c48ffe180491104a049b5	HiSeq 2500	50	single
20170907-A08-NA18855.fastq.gz	fastq	365219843e1145769d8b953fcf752199	HiSeq 2500	50	single
20170907-A09-NA18855.fastq.gz	fastq	429947030d9d5b3cd9389a9c5a4a269e	HiSeq 2500	50	single
20170907-A10-NA18855.fastq.gz	fastq	39e799038f1ec35adab3be36fcd43ab3	HiSeq 2500	50	single
20170907-A11-NA18855.fastq.gz	fastq	f27a82bc2a02b3690a7958dc231d6243	HiSeq 2500	50	single
20170907-A12-NA18855.fastq.gz	fastq	43cc5d30de7e705bc3c13d37fc8a5092	HiSeq 2500	50	single
20170907-B01-NA18855.fastq.gz	fastq	337d2e9e1b0b6cdedc29e8914902c6f8	HiSeq 2500	50	single
20170907-B02-NA18855.fastq.gz	fastq	afaab51854780637c05deb7ec8a1f79e	HiSeq 2500	50	single
20170907-B03-NA18855.fastq.gz	fastq	aac162adf8ccd222eebd72abda2e19ba	HiSeq 2500	50	single
20170907-B04-NA18855.fastq.gz	fastq	9558afea292b562379d158f9dbc1deaf	HiSeq 2500	50	single
20170907-B05-NA18855.fastq.gz	fastq	635bc1db14782f019727a802667b43c7	HiSeq 2500	50	single
20170907-B06-NA18855.fastq.gz	fastq	1ac1f47aac583f4a5e1125bc0fc55f74	HiSeq 2500	50	single
20170907-B07-NA18855.fastq.gz	fastq	6c5e021dc01a5355ff2446578e3fe07e	HiSeq 2500	50	single
20170907-B08-NA18855.fastq.gz	fastq	f1adbbd84d87b2ece8f62508ac38156f	HiSeq 2500	50	single
20170907-B09-NA19098.fastq.gz	fastq	9371e143b2d24ea87db7132f1db2980f	HiSeq 2500	50	single
20170907-B10-NA19098.fastq.gz	fastq	0536dd2e8096732c1de536c8f488a26b	HiSeq 2500	50	single
20170907-B11-NA18855.fastq.gz	fastq	36b6cc35de256cdade34292aeefcab60	HiSeq 2500	50	single
20170907-B12-NA18855.fastq.gz	fastq	292625508dc6ec24ae4cb5d3322cdaa7	HiSeq 2500	50	single
20170907-C01-NA19098.fastq.gz	fastq	12fb7780289941fd90f9887a886efa24	HiSeq 2500	50	single
20170907-C02-NA19098.fastq.gz	fastq	d1d26f457fd97dbf8ae8158c4209595f	HiSeq 2500	50	single
20170907-C03-NA18855.fastq.gz	fastq	be2c7941debbfacfb58032d07aba26b1	HiSeq 2500	50	single
20170907-C04-NA19098.fastq.gz	fastq	73dcbc4f87dc5a84567bc512dc0efffc	HiSeq 2500	50	single
20170907-C05-NA18855.fastq.gz	fastq	f54c9fef5f252786eae5098a82fe509e	HiSeq 2500	50	single
20170907-C06-NA18855.fastq.gz	fastq	c68ec2f98cd103343226011178b6fb29	HiSeq 2500	50	single
20170907-C07-NA19098.fastq.gz	fastq	979e1f2b74eea6e13396429c2aa8abeb	HiSeq 2500	50	single
20170907-C08-NA18855.fastq.gz	fastq	92db8e71c3024b8f275bfbd338fdad92	HiSeq 2500	50	single
20170907-C09-NA18855.fastq.gz	fastq	a0b4d9906e9a4e66423dbddbde41cbb9	HiSeq 2500	50	single
20170907-C10-NA19098.fastq.gz	fastq	57b072fd4dcca88ebd65270588b50f68	HiSeq 2500	50	single
20170907-C11-NA18855.fastq.gz	fastq	56ab917176591e072a63d1e19d451488	HiSeq 2500	50	single
20170907-C12-NA18855.fastq.gz	fastq	85d5036a09cb9a30db9561a5c15eb0c0	HiSeq 2500	50	single
20170907-D01-NA19098.fastq.gz	fastq	8e61ac8842352e803efdd95fb398e919	HiSeq 2500	50	single
20170907-D02-NA19098.fastq.gz	fastq	36af4ec7f01e65dd0b2975fbac39e54c	HiSeq 2500	50	single
20170907-D03-NA19098.fastq.gz	fastq	6671189d37a8f93d5d8af659c332e832	HiSeq 2500	50	single
20170907-D04-NA19098.fastq.gz	fastq	35919783d20ddb2fce3ec0f2369b95e7	HiSeq 2500	50	single
20170907-D05-NA18855.fastq.gz	fastq	116f5c83c650d22044989370b00003fd	HiSeq 2500	50	single
20170907-D06-NA19098.fastq.gz	fastq	bd45241062d3101acea54195265c3b14	HiSeq 2500	50	single
20170907-D07-NA19098.fastq.gz	fastq	a78598d62736450cc9686ac1f795cccc	HiSeq 2500	50	single
20170907-D08-NA19098.fastq.gz	fastq	12f17b71f03f40da23d6d204dd0a2ed9	HiSeq 2500	50	single
20170907-D09-NA18855.fastq.gz	fastq	eb74a06a18d4f06e6650b3ee38f46d5e	HiSeq 2500	50	single
20170907-D10-NA18855.fastq.gz	fastq	f3e83582944c9c72633ea695a6b98e06	HiSeq 2500	50	single
20170907-D11-NA19098.fastq.gz	fastq	a14d1d2b6063eef1660c1ef1a41fb9b1	HiSeq 2500	50	single
20170907-D12-NA19098.fastq.gz	fastq	4c67c81fd67b4666015b6a17a33634d0	HiSeq 2500	50	single
