name	type	checksum	instrument	read_length	library
20170907-E01-NA19098.fastq.gz	fastq	ebb66611fc50716ee8ce23cc2a985b03	HiSeq 2500	50	single
20170907-E02-NA19098.fastq.gz	fastq	e13d17969214265c4f7b8934d1e6e480	HiSeq 2500	50	single
20170907-E03-NA19098.fastq.gz	fastq	6e04a4e0f54afbb0937cdbdeb9d07880	HiSeq 2500	50	single
20170907-E04-NA18855.fastq.gz	fastq	5872ce781158b8bc5952c2acf4a0964b	HiSeq 2500	50	single
20170907-E05-NA18855.fastq.gz	fastq	02aa5615e4c59dd909a6565fef9e5af6	HiSeq 2500	50	single
20170907-E06-NA19098.fastq.gz	fastq	bbb4c9064b224c70df03eed0b359e702	HiSeq 2500	50	single
20170907-E07-NA18855.fastq.gz	fastq	d66e18bddbc6284c07fe981fe621ac47	HiSeq 2500	50	single
20170907-E08-NA18855.fastq.gz	fastq	2b44fd10c9c0ec258eba232715742e96	HiSeq 2500	50	single
20170907-E09-NA18855.fastq.gz	fastq	8b234d38f46d879e6a114a34e24a307e	HiSeq 2500	50	single
20170907-E10-NA18855.fastq.gz	fastq	416305b97c8a996172d5aa6a78c8b3e1	HiSeq 2500	50	single
20170907-E11-NA19098.fastq.gz	fastq	5b2b3cde0de6288046e4d21e8c13684f	HiSeq 2500	50	single
20170907-E12-NA18855.fastq.gz	fastq	c57d8c2c34c45870d744f33894fefa9d	HiSeq 2500	50	single
20170907-F01-NA19098.fastq.gz	fastq	f56e297df9f55a9d3974841896713361	HiSeq 2500	50	single
20170907-F02-NA18855.fastq.gz	fastq	b03bb03c0dc782074a945e0179b8275d	HiSeq 2500	50	single
20170907-F03-NA19098.fastq.gz	fastq	e6ca6c76733aebdb0072d75d9bc5324b	HiSeq 2500	50	single
20170907-F04-NA18855.fastq.gz	fastq	7f950b2334d95fe66c2fcd0abfdeae38	HiSeq 2500	50	single
20170907-F05-NA19098.fastq.gz	fastq	e58a3d3e89405de5a00e942fd281765a	HiSeq 2500	50	single
20170907-F06-NA18855.fastq.gz	fastq	21d0908cafcfa20e4f86177fc1b866a3	HiSeq 2500	50	single
20170907-F07-NA18855.fastq.gz	fastq	be6f748c08e32e210012765c744e1b70	HiSeq 2500	50	single
20170907-F08-NA19098.fastq.gz	fastq	dc7007f9048def45058c36fe763657c1	HiSeq 2500	50	single
20170907-F09-NA19098.fastq.gz	fastq	34543554a1ab26499dddb14908ce0c33	HiSeq 2500	50	single
20170907-F10-NA19098.fastq.gz	fastq	23e48c5cb68afd66947c1b3155aeb6f6	HiSeq 2500	50	single
20170907-F11-NA19098.fastq.gz	fastq	989c3ef08002921b9a1ba24016c7b626	HiSeq 2500	50	single
20170907-F12-NA18855.fastq.gz	fastq	668fda4b5de7ce05c4bdb92c37726ec3	HiSeq 2500	50	single
20170907-G01-NA18855.fastq.gz	fastq	90a12a3d9748920153f9bf1461ac1bdc	HiSeq 2500	50	single
20170907-G02-NA19098.fastq.gz	fastq	74bfa50b84f4c04d7e385edb5bc8f25a	HiSeq 2500	50	single
20170907-G03-NA19098.fastq.gz	fastq	8d45665f1fa870473a2431efd4b311bb	HiSeq 2500	50	single
20170907-G04-NA18855.fastq.gz	fastq	5f129191d756ac9d95a8da5a96e6ab7e	HiSeq 2500	50	single
20170907-G05-NA18855.fastq.gz	fastq	24ce078c2d73de79f0ef048396c7ba80	HiSeq 2500	50	single
20170907-G06-NA19098.fastq.gz	fastq	472945fd67fa50dc37dd88d0770e6da6	HiSeq 2500	50	single
20170907-G07-NA19098.fastq.gz	fastq	91d1a31e93dd9a0afb110613e83d9575	HiSeq 2500	50	single
20170907-G08-NA19098.fastq.gz	fastq	94201d689076c36b9d24b8e69b497215	HiSeq 2500	50	single
20170907-G09-NA18855.fastq.gz	fastq	0e1d83d5265262a0cee565367a5c25f1	HiSeq 2500	50	single
20170907-G10-NA18855.fastq.gz	fastq	d3ba87f23b8193f993a241d7d9ed1a3d	HiSeq 2500	50	single
20170907-G11-NA18855.fastq.gz	fastq	b1654f3ab1e86be758854d42441112cf	HiSeq 2500	50	single
20170907-G12-NA18855.fastq.gz	fastq	512169f60d0c64a24ce9fb6ba3d78ff9	HiSeq 2500	50	single
20170907-H01-NA19098.fastq.gz	fastq	889d9260e103f16fc8690f38e210555a	HiSeq 2500	50	single
20170907-H02-NA19098.fastq.gz	fastq	e2db8f8af76ff8f8fcef2ea1248477c1	HiSeq 2500	50	single
20170907-H03-NA19098.fastq.gz	fastq	15f3d456a78fde6ca5feafe22eaad58c	HiSeq 2500	50	single
20170907-H04-NA18855.fastq.gz	fastq	dc8ec1b607b49e7257221000d45ffff1	HiSeq 2500	50	single
20170907-H05-NA19098.fastq.gz	fastq	a644ab2ab49e2871120e3c7ed7fea0f0	HiSeq 2500	50	single
20170907-H06-NA19098.fastq.gz	fastq	0e20f66302b45338d503afa9f7183f93	HiSeq 2500	50	single
20170907-H07-NA19098.fastq.gz	fastq	6a52c38dd2d2210ce5ccc9b105ec8138	HiSeq 2500	50	single
20170907-H08-NA19098.fastq.gz	fastq	461b583fa6f85d130abfacc7033a313d	HiSeq 2500	50	single
20170907-H09-NA19098.fastq.gz	fastq	7f41483c18e67673d8775aabd3a8a0a9	HiSeq 2500	50	single
20170907-H10-NA18855.fastq.gz	fastq	494f5a1946da78f66024a2f49dda524b	HiSeq 2500	50	single
20170907-H11-NA18855.fastq.gz	fastq	66686f45f410cf9826a809931949f4fb	HiSeq 2500	50	single
20170907-H12-NA18855.fastq.gz	fastq	8e2ea5feb06fb404f5ea03a438ffb873	HiSeq 2500	50	single
20170908-A01-NA18870.fastq.gz	fastq	49aec4fa009a5f78668f8080736add4e	HiSeq 2500	50	single
20170908-A02-NA19101.fastq.gz	fastq	4f27c48edd88b80dfd60e524b77cd931	HiSeq 2500	50	single
20170908-A03-NA18870.fastq.gz	fastq	1a7800fde04c9b5592dfb6eca4af3ee6	HiSeq 2500	50	single
20170908-A04-NA18870.fastq.gz	fastq	12ae985f3e77c6b021d719c13d97a28e	HiSeq 2500	50	single
20170908-A05-NA18870.fastq.gz	fastq	71c7446a1dc620cfddc9468ea70a7eb9	HiSeq 2500	50	single
20170908-A06-NA19101.fastq.gz	fastq	98525bbcdd8c1573a984eecf7f04097a	HiSeq 2500	50	single
20170908-A07-NA18870.fastq.gz	fastq	85e5842cafadc467e06239ce29f0b0df	HiSeq 2500	50	single
20170908-A08-NA18870.fastq.gz	fastq	974fef5782397eadbbc9deaa751db242	HiSeq 2500	50	single
20170908-A09-NA19101.fastq.gz	fastq	64cacda2f8cac59e0dec1264d4f6740a	HiSeq 2500	50	single
20170908-A10-NA19101.fastq.gz	fastq	b2f20b340b7dcf5ebd50a928fc66d3e7	HiSeq 2500	50	single
20170908-A11-NA18870.fastq.gz	fastq	be3bc9afd331498f712d7cb498ef7d12	HiSeq 2500	50	single
20170908-A12-NA19101.fastq.gz	fastq	c7bfe805699de1634004c06f4df6959f	HiSeq 2500	50	single
20170908-B01-NA19101.fastq.gz	fastq	9c8a8eb207dfd521b2c629c1cb2a1e62	HiSeq 2500	50	single
20170908-B02-NA18870.fastq.gz	fastq	f7f899f166dbdde3b7bf7b9e851cf597	HiSeq 2500	50	single
20170908-B03-NA19101.fastq.gz	fastq	5131ad5d76de6a5cf7faee5d5eeea369	HiSeq 2500	50	single
20170908-B04-NA19101.fastq.gz	fastq	7e40ad497f5e1530398a93cefe6c4b6c	HiSeq 2500	50	single
20170908-B05-NA19101.fastq.gz	fastq	60c09b75db1dc6c6899c212d8028f2de	HiSeq 2500	50	single
20170908-B06-NA19101.fastq.gz	fastq	dcf1da68993ac841b044b11d8b48c983	HiSeq 2500	50	single
20170908-B07-NA18870.fastq.gz	fastq	68bd0752897f7e9243ce11524c97364d	HiSeq 2500	50	single
20170908-B08-NA19101.fastq.gz	fastq	8adf11dc11988e40df1ea4af3076d1d5	HiSeq 2500	50	single
20170908-B09-NA18870.fastq.gz	fastq	bca646d67831bdd84e044b7dbde6a2a6	HiSeq 2500	50	single
20170908-B10-NA19101.fastq.gz	fastq	83838042c1656a9b69ad6aca10410d2e	HiSeq 2500	50	single
20170908-B11-NA19101.fastq.gz	fastq	4303f6b8a661252d415abc4f3f7e83fb	HiSeq 2500	50	single
20170908-B12-NA19101.fastq.gz	fastq	3277e9eac30f142915412a45d8bef890	HiSeq 2500	50	single
20170908-C01-NA18870.fastq.gz	fastq	f2b96078ed9789cc2ff037aad73168d0	HiSeq 2500	50	single
20170908-C02-NA19101.fastq.gz	fastq	f6bcf6e9bf52b1f1330ad4e319757793	HiSeq 2500	50	single
20170908-C03-NA18870.fastq.gz	fastq	967ca37dc254145bcbabef9cc2570902	HiSeq 2500	50	single
20170908-C04-NA19101.fastq.gz	fastq	d9652492ff71ba37c0d2a7efce4166c4	HiSeq 2500	50	single
20170908-C05-NA18870.fastq.gz	fastq	dc89aa030abfa74b6b07f216e69b949c	HiSeq 2500	50	single
20170908-C06-NA18870.fastq.gz	fastq	61f35cecc48927ee0156d267b61d10fb	HiSeq 2500	50	single
20170908-C07-NA19101.fastq.gz	fastq	f1521a5f075ff13bc70798ac1712e960	HiSeq 2500	50	single
20170908-C08-NA18870.fastq.gz	fastq	b86eb8bd59c2be3fe7bd4ae6b3298755	HiSeq 2500	50	single
20170908-C09-NA19101.fastq.gz	fastq	c04e43cd0b9194eef90cee1805362915	HiSeq 2500	50	single
20170908-C10-NA18870.fastq.gz	fastq	019d8ae749b5c137d0bed989d7df523a	HiSeq 2500	50	single
20170908-C11-NA19101.fastq.gz	fastq	9160958446385abd38a6508250b4ed0f	HiSeq 2500	50	single
20170908-C12-NA18870.fastq.gz	fastq	e722502b11048fba341e91466bded8e9	HiSeq 2500	50	single
20170908-D01-NA19101.fastq.gz	fastq	a0b8124e446c14cb4af9c98a036afcf1	HiSeq 2500	50	single
20170908-D02-NA19101.fastq.gz	fastq	1f4dadc0b23c29a569a140a5d17638a2	HiSeq 2500	50	single
20170908-D03-NA18870.fastq.gz	fastq	c3a3083dfc7f6f91c646030fab95f7dc	HiSeq 2500	50	single
20170908-D04-NA19101.fastq.gz	fastq	9cd5d74225c49b3c83bed07793802ea5	HiSeq 2500	50	single
20170908-D05-NA19101.fastq.gz	fastq	522a4b8184e42ffcab9b547de9d79a97	HiSeq 2500	50	single
20170908-D06-NA19101.fastq.gz	fastq	07c90c2c102a818edf6c2d20f350e64a	HiSeq 2500	50	single
20170908-D07-NA18870.fastq.gz	fastq	eea32d236c9dbe4b874fdb32a5311ea6	HiSeq 2500	50	single
20170908-D08-NA19101.fastq.gz	fastq	16c7f49a022e5398807641d88f010500	HiSeq 2500	50	single
20170908-D09-NA18870.fastq.gz	fastq	0ec2777a5e98c9acf1311c1d1af9b43c	HiSeq 2500	50	single
20170908-D10-NA19101.fastq.gz	fastq	bd7d906239965589cb43cafa57261c8b	HiSeq 2500	50	single
20170908-D11-NA18870.fastq.gz	fastq	d5b9d1471817c06b25e69770806dc863	HiSeq 2500	50	single
20170908-D12-NA18870.fastq.gz	fastq	c76826e64758c1b0c518485694cbb261	HiSeq 2500	50	single
20170908-E01-NA18870.fastq.gz	fastq	ccf0567fff529f43da1e1bbc716a5055	HiSeq 2500	50	single
20170908-E02-NA19101.fastq.gz	fastq	8cabd293efb00b885ea90d3fb347fb5d	HiSeq 2500	50	single
20170908-E03-NA19101.fastq.gz	fastq	1934079fcffc42831209612f9900269a	HiSeq 2500	50	single
20170908-E04-NA19101.fastq.gz	fastq	ea6dc133af8645c0e59b631f92bb901c	HiSeq 2500	50	single
20170908-E05-NA18870.fastq.gz	fastq	4b9497044f128936abe8abd99c58ca36	HiSeq 2500	50	single
20170908-E06-NA19101.fastq.gz	fastq	a1d97b101227d805455afee94ad3977c	HiSeq 2500	50	single
20170908-E07-NA19101.fastq.gz	fastq	372bf68f2d473c16fba2a62aab527813	HiSeq 2500	50	single
20170908-E08-NA18870.fastq.gz	fastq	07fd2e9f49ef1956d0051afe6991d034	HiSeq 2500	50	single
20170908-E09-NA19101.fastq.gz	fastq	79e7e64aec1ad8270695800839c5ae08	HiSeq 2500	50	single
20170908-E10-NA18870.fastq.gz	fastq	7a715b819d444c837a0a0ad98745e0fe	HiSeq 2500	50	single
20170908-E11-NA19101.fastq.gz	fastq	fcbcb8f0b020eedbb00ea358c1fb445d	HiSeq 2500	50	single
20170908-E12-NA19101.fastq.gz	fastq	9fcb791576979b7e9decf7cd239dd63d	HiSeq 2500	50	single
20170908-F01-NA19101.fastq.gz	fastq	112649729f96206da3463c42a9c7bcb9	HiSeq 2500	50	single
20170908-F02-NA18870.fastq.gz	fastq	c8e62873a5c5f93575e247b99c1c822d	HiSeq 2500	50	single
20170908-F03-NA18870.fastq.gz	fastq	7b7afa21f35db44424bd65b5fe416b09	HiSeq 2500	50	single
20170908-F04-NA18870.fastq.gz	fastq	7cfe0102da2f7daa9bb1207726bbb19f	HiSeq 2500	50	single
20170908-F05-NA19101.fastq.gz	fastq	afb46887c4707a04b9d5c0d19a53cc55	HiSeq 2500	50	single
20170908-F06-NA19101.fastq.gz	fastq	f614c0c7afc5798c7261b80768095ee0	HiSeq 2500	50	single
20170908-F07-NA19101.fastq.gz	fastq	a6418fb4037aed5c4c3eec212714143d	HiSeq 2500	50	single
20170908-F08-NA19101.fastq.gz	fastq	d674341e6ac5f780e581e57cacea495a	HiSeq 2500	50	single
20170908-F09-NA18870.fastq.gz	fastq	72d3a06bddaf9044e67d9a353e3735a7	HiSeq 2500	50	single
20170908-F10-NA18870.fastq.gz	fastq	104e69a28ff0c3792a57eacb8ff7313c	HiSeq 2500	50	single
20170908-F11-NA19101.fastq.gz	fastq	823b3664f5be28dc73fb2f4ea014ae74	HiSeq 2500	50	single
20170908-F12-NA18870.fastq.gz	fastq	718f2c9f7c47464ae7034c14187d862a	HiSeq 2500	50	single
20170908-G01-NA19101.fastq.gz	fastq	3b06646a81b3079e367df5ff82578a90	HiSeq 2500	50	single
20170908-G02-NA18870.fastq.gz	fastq	ea8065442bb270555997c76bbd69669a	HiSeq 2500	50	single
20170908-G03-NA19101.fastq.gz	fastq	98484a7371793d65d19610e1d793d954	HiSeq 2500	50	single
20170908-G04-NA19101.fastq.gz	fastq	b73d66673bc35cd1e3a23225f37627ce	HiSeq 2500	50	single
20170908-G05-NA18870.fastq.gz	fastq	e8ddb0a159325ece3b81e8d072af331d	HiSeq 2500	50	single
20170908-G06-NA18870.fastq.gz	fastq	913c2602d650360991504617e159aab5	HiSeq 2500	50	single
20170908-G07-NA19101.fastq.gz	fastq	f066a9867d6b0828171315be96ad8285	HiSeq 2500	50	single
20170908-G08-NA19101.fastq.gz	fastq	b1b2b7a74ba7f17594242366d96a6463	HiSeq 2500	50	single
20170908-G09-NA19101.fastq.gz	fastq	062bc50e982237ea65943252a87d999b	HiSeq 2500	50	single
20170908-G10-NA19101.fastq.gz	fastq	4fa2b179114398a285191aea3f79c058	HiSeq 2500	50	single
20170908-G11-NA18870.fastq.gz	fastq	e53efea50ee9464e0b79bc2f031a2a66	HiSeq 2500	50	single
20170908-G12-NA18870.fastq.gz	fastq	c16d59ad5c88a311dac76a39d7da78bd	HiSeq 2500	50	single
20170908-H01-NA19101.fastq.gz	fastq	8e65152cadfa6858c021a5b422d8ab6e	HiSeq 2500	50	single
20170908-H02-NA19101.fastq.gz	fastq	c3cf04b6ca81b2898eb7c6db064c8d9d	HiSeq 2500	50	single
20170908-H03-NA18870.fastq.gz	fastq	04066dc0809f53682e04b66ae5c7f6c2	HiSeq 2500	50	single
20170908-H04-NA18870.fastq.gz	fastq	f3cdb9e0846eadfbc428d84240171660	HiSeq 2500	50	single
20170908-H05-NA18870.fastq.gz	fastq	d7c05d32fbebe95aae875259129ddcda	HiSeq 2500	50	single
20170908-H06-NA19101.fastq.gz	fastq	6c0f71d369b1c0f1b1def4825725e807	HiSeq 2500	50	single
20170908-H07-NA19101.fastq.gz	fastq	3c241253f0df6fec680841bf1057d4d7	HiSeq 2500	50	single
20170908-H08-NA19101.fastq.gz	fastq	42b9b8ab7570cbe6df9c38a2637c5e90	HiSeq 2500	50	single
20170908-H09-NA18870.fastq.gz	fastq	d4f13bb16a96f6f81a97869149a7d090	HiSeq 2500	50	single
20170908-H10-NA18870.fastq.gz	fastq	75e6f27d3dc629ae061ad524927dde3c	HiSeq 2500	50	single
20170908-H11-NA18870.fastq.gz	fastq	7a8fdac9c3057dd6b731fe7c7fad8a84	HiSeq 2500	50	single
20170908-H12-NA18870.fastq.gz	fastq	b1c362ee88687e655754e34593b082b6	HiSeq 2500	50	single
20170910-A01-NA19101.fastq.gz	fastq	827b4ba625cc6c53ea286ebecd21c86e	HiSeq 2500	50	single
20170910-A02-NA19101.fastq.gz	fastq	3efe9e19fe997cd208cfc379062b8327	HiSeq 2500	50	single
20170910-A03-NA18855.fastq.gz	fastq	0afd451437ec39abd3ad389e051d3a6e	HiSeq 2500	50	single
20170910-A04-NA18855.fastq.gz	fastq	d5d95f5291905948340c6d2e5debea75	HiSeq 2500	50	single
20170910-A05-NA18855.fastq.gz	fastq	adaae5db0ce0ef714a5d4d1584ddc90b	HiSeq 2500	50	single
20170910-A06-NA19101.fastq.gz	fastq	603f16d5ee746883a841d0de2dd6c1db	HiSeq 2500	50	single
20170910-A07-NA19101.fastq.gz	fastq	ac1e892734e821f920f237a179cf9b3a	HiSeq 2500	50	single
20170910-A08-NA18855.fastq.gz	fastq	e2c2f38d05689e2286501026a6234eb1	HiSeq 2500	50	single
20170910-A09-NA18855.fastq.gz	fastq	c5716d8a8e1e231c8cf82aa1e6c994d4	HiSeq 2500	50	single
20170910-A10-NA19101.fastq.gz	fastq	f88015dbd7fa42dbac6476e59cc0dc4e	HiSeq 2500	50	single
20170910-A11-NA19101.fastq.gz	fastq	c71680752d01af6921d21803ea3bee15	HiSeq 2500	50	single
20170910-A12-NA19101.fastq.gz	fastq	8aa3479c71f58b43f539a1e3735a4888	HiSeq 2500	50	single
20170910-B01-NA19101.fastq.gz	fastq	44775ef663b0649ff1280a2ba87bf5e4	HiSeq 2500	50	single
20170910-B02-NA19101.fastq.gz	fastq	2c4cc275d52df564d3250b9bf64a88ac	HiSeq 2500	50	single
20170910-B03-NA19101.fastq.gz	fastq	ab028059fc0946c80f3e48a0c18b2306	HiSeq 2500	50	single
20170910-B04-NA19101.fastq.gz	fastq	47c4382b5e6e8f089fcde78004a1f990	HiSeq 2500	50	single
20170910-B05-NA19101.fastq.gz	fastq	1cf6057b395abca0823771f619bbbc13	HiSeq 2500	50	single
20170910-B06-NA19101.fastq.gz	fastq	2acaf721990f00a00d5e82c2906aadfc	HiSeq 2500	50	single
20170910-B07-NA19101.fastq.gz	fastq	409227dc0eb8ed0bd5887845a19a1c4f	HiSeq 2500	50	single
20170910-B08-NA19101.fastq.gz	fastq	25a40edd630c6052aecdad8c44c4d38d	HiSeq 2500	50	single
20170910-B09-NA19101.fastq.gz	fastq	1dd20349f1eb6957a02241f9cced6969	HiSeq 2500	50	single
20170910-B10-NA18855.fastq.gz	fastq	8dee4340afb883b8a06df68f45967532	HiSeq 2500	50	single
20170910-B11-NA18855.fastq.gz	fastq	c5c5e80f0feb089f9d27fe273607bd1c	HiSeq 2500	50	single
20170910-B12-NA19101.fastq.gz	fastq	47c5494217a96827b38f137cdf0edfbb	HiSeq 2500	50	single
20170910-C01-NA18855.fastq.gz	fastq	350b0d85e6430c01ff758e9113a0362b	HiSeq 2500	50	single
20170910-C02-NA18855.fastq.gz	fastq	607fd016d72aa065e35bc05091b414fb	HiSeq 2500	50	single
20170910-C03-NA18855.fastq.gz	fastq	f00d228cf67317674874dc044a5a0148	HiSeq 2500	50	single
20170910-C04-NA19101.fastq.gz	fastq	704511a9ca11d855affa9a94215d10fd	HiSeq 2500	50	single
20170910-C05-NA19101.fastq.gz	fastq	698c92e787e5957a5e13f445f27d98c2	HiSeq 2500	50	single
20170910-C06-NA18855.fastq.gz	fastq	040aa15f73f938525de2dc3a0aab0d3d	HiSeq 2500	50	single
20170910-C07-NA19101.fastq.gz	fastq	c11ace32b7a7b9099c6d3ffd15785138	HiSeq 2500	50	single
20170910-C08-NA19101.fastq.gz	fastq	942063160361b394783d7b421f7754ba	HiSeq 2500	50	single
20170910-C09-NA19101.fastq.gz	fastq	169187008c1c3d747fa266fa50c45304	HiSeq 2500	50	single
20170910-C10-NA19101.fastq.gz	fastq	b35db5ad6d85b0b00736f26cac20dc72	HiSeq 2500	50	single
20170910-C11-NA18855.fastq.gz	fastq	dfeac47eeacbd350cd4f7a5518dae28d	HiSeq 2500	50	single
20170910-C12-NA18855.fastq.gz	fastq	be6606066d234267d38ed410a08bbffd	HiSeq 2500	50	single
20170910-D01-NA18855.fastq.gz	fastq	a8a163bbf68457e2a694ad8c06d9eb27	HiSeq 2500	50	single
20170910-D02-NA19101.fastq.gz	fastq	363c3668bb98ba496bbec2dc3fbedf18	HiSeq 2500	50	single
20170910-D03-NA19101.fastq.gz	fastq	ad80923bef00683466a31d0bdf66b9f5	HiSeq 2500	50	single
20170910-D04-NA18855.fastq.gz	fastq	95792317941e4ec05ea703823d8bd64a	HiSeq 2500	50	single
20170910-D05-NA18855.fastq.gz	fastq	18a228288c8fc937f564289edff229a0	HiSeq 2500	50	single
20170910-D06-NA18855.fastq.gz	fastq	3ef0b671facd3c3059c7b16596fd7259	HiSeq 2500	50	single
20170910-D07-NA18855.fastq.gz	fastq	76afceb7fd4d2953fd329ac094f4cb2c	HiSeq 2500	50	single
20170910-D08-NA18855.fastq.gz	fastq	b483d1fd1d49c3ddd7913bab40023e6c	HiSeq 2500	50	single
20170910-D09-NA19101.fastq.gz	fastq	2f3ba41a0486d2e69c1bc13661f7be2a	HiSeq 2500	50	single
20170910-D10-NA18855.fastq.gz	fastq	d38194f96e358678cdf2d996955e40c9	HiSeq 2500	50	single
20170910-D11-NA19101.fastq.gz	fastq	ec83501b5a0189351f518aa611ba2804	HiSeq 2500	50	single
20170910-D12-NA19101.fastq.gz	fastq	022b852b0ae76ccaa2278c5c1a87a7db	HiSeq 2500	50	single
20170910-E01-NA19101.fastq.gz	fastq	495fd4fa278014d99462849890c6e6c7	HiSeq 2500	50	single
20170910-E02-NA19101.fastq.gz	fastq	488be4d9a4f66741a3de930d996121e0	HiSeq 2500	50	single
20170910-E03-NA18855.fastq.gz	fastq	42011236bf50a61c05043ccf35bc5f6e	HiSeq 2500	50	single
20170910-E04-NA18855.fastq.gz	fastq	dff60255fb53a557867deb83a2cb61b5	HiSeq 2500	50	single
20170910-E05-NA19101.fastq.gz	fastq	fef9721a9a6d3c8c8dc8914d3c1997aa	HiSeq 2500	50	single
20170910-E06-NA18855.fastq.gz	fastq	def3ac3832d8eb86dbdabe9ddf5c6aa8	HiSeq 2500	50	single
20170910-E07-NA18855.fastq.gz	fastq	bcc1acad6f028b37c28e06ddff7e6ca1	HiSeq 2500	50	single
20170910-E08-NA19101.fastq.gz	fastq	ca27abc1c18a3c38cbc7e563f63066f1	HiSeq 2500	50	single
20170910-E09-NA19101.fastq.gz	fastq	4049432af38aad07b19c2d1d8dc5e57d	HiSeq 2500	50	single
20170910-E10-NA19101.fastq.gz	fastq	e912585fea2d5ac0460afa4b9d6396da	HiSeq 2500	50	single
20170910-E11-NA19101.fastq.gz	fastq	b76c5ce4121ab7ccbe822f85169c382b	HiSeq 2500	50	single
20170910-E12-NA18855.fastq.gz	fastq	e5bb42f219febd63740560da2ca9e315	HiSeq 2500	50	single
20170910-F01-NA18855.fastq.gz	fastq	f11d4a2f23f04ea223e59947fc4d71bf	HiSeq 2500	50	single
20170910-F02-NA19101.fastq.gz	fastq	20cfb66979bd701edffdaefc4e5dd9f5	HiSeq 2500	50	single
20170910-F03-NA18855.fastq.gz	fastq	dfd8456b036a10d9d5910c37b80eabbd	HiSeq 2500	50	single
20170910-F04-NA19101.fastq.gz	fastq	15b46f6762a601ad8c9e3e711d7379c4	HiSeq 2500	50	single
20170910-F05-NA18855.fastq.gz	fastq	f1f6ad531499c8b08082933f8c1fabfe	HiSeq 2500	50	single
20170910-F06-NA18855.fastq.gz	fastq	e696fc9f3f2a47085a0ea6b5653e50f4	HiSeq 2500	50	single
20170910-F07-NA19101.fastq.gz	fastq	598e5fe7b049f34bb59bc66f97d117c0	HiSeq 2500	50	single
20170910-F08-NA18855.fastq.gz	fastq	c72be2edbd6bbb6144f981b2ee9cfd27	HiSeq 2500	50	single
20170910-F09-NA18855.fastq.gz	fastq	13ce74d87550a39a329ec3ad521917d8	HiSeq 2500	50	single
20170910-F10-NA18855.fastq.gz	fastq	4f956d83914a26b447276b235bc49ea1	HiSeq 2500	50	single
20170910-F11-NA19101.fastq.gz	fastq	d1e57b66a6126312d757dbaf570a82fa	HiSeq 2500	50	single
20170910-F12-NA19101.fastq.gz	fastq	f0328a3a370c6ab3aa60a053d8dacaca	HiSeq 2500	50	single
20170910-G01-NA19101.fastq.gz	fastq	34dfe50db6a7e72934ed39de5abf3c65	HiSeq 2500	50	single
20170910-G02-NA19101.fastq.gz	fastq	65a8e592ed1188ca6a795546dff3dcb0	HiSeq 2500	50	single
20170910-G03-NA18855.fastq.gz	fastq	ba228c94f01489b70eb9183b48bd4f7d	HiSeq 2500	50	single
20170910-G04-NA18855.fastq.gz	fastq	e55dc4166815e102aac285b5fc59a0c9	HiSeq 2500	50	single
20170910-G05-NA18855.fastq.gz	fastq	f0d731a932d67550ec85c5e5051cac4c	HiSeq 2500	50	single
20170910-G06-NA18855.fastq.gz	fastq	ba3e33ab0a065f891f4609095df4e8bc	HiSeq 2500	50	single
20170910-G07-NA18855.fastq.gz	fastq	a3da72b86373ced37113070f1dfe1880	HiSeq 2500	50	single
20170910-G08-NA18855.fastq.gz	fastq	5e3e19db1fdec981a9787536e92d8a75	HiSeq 2500	50	single
20170910-G09-NA18855.fastq.gz	fastq	ababbd82682c26ee3db643fae9aebc5a	HiSeq 2500	50	single
20170910-G10-NA18855.fastq.gz	fastq	3fc884858e608573d78284c81e8e0323	HiSeq 2500	50	single
20170910-G11-NA18855.fastq.gz	fastq	3b4a5906ecf1e3b0c16cc0fb96907dc3	HiSeq 2500	50	single
20170910-G12-NA19101.fastq.gz	fastq	836bf458072c16e72a95fa120f96aa92	HiSeq 2500	50	single
20170910-H01-NA19101.fastq.gz	fastq	44ddfd0e2d644167df30175f0ba334a5	HiSeq 2500	50	single
20170910-H02-NA19101.fastq.gz	fastq	b9b99d53455f7f0464e0f4581aca05f6	HiSeq 2500	50	single
20170910-H03-NA18855.fastq.gz	fastq	8a94a22d2c3e3d17c018ef52b2d922e9	HiSeq 2500	50	single
20170910-H04-NA18855.fastq.gz	fastq	e712f6f4d5ac179cffb436e7709fd920	HiSeq 2500	50	single
20170910-H05-NA18855.fastq.gz	fastq	49b7bc17f33e61c66f8e9a6744f19fe6	HiSeq 2500	50	single
20170910-H06-NA18855.fastq.gz	fastq	3d22e9e9dc7d570982e4fcaa695e033f	HiSeq 2500	50	single
20170910-H07-NA19101.fastq.gz	fastq	0578036c4acc433aadc1a4a4bf506a74	HiSeq 2500	50	single
20170910-H08-NA19101.fastq.gz	fastq	e86a3ffa4e6b75fd660d9756853715f7	HiSeq 2500	50	single
20170910-H09-NA18855.fastq.gz	fastq	90bc273fcba49ec978c610af714e17b0	HiSeq 2500	50	single
20170910-H10-NA18855.fastq.gz	fastq	281281470660d69ce03c9362b9c9817d	HiSeq 2500	50	single
20170910-H11-NA19101.fastq.gz	fastq	618bc662e7e42c76f6d6ae4cb7976d5c	HiSeq 2500	50	single
20170910-H12-NA19101.fastq.gz	fastq	bb0b014127c4289873920e284ecdec88	HiSeq 2500	50	single
20170912-A01-NA18870.fastq.gz	fastq	c9fa56ae831320028e2d6d85d7f69da1	HiSeq 2500	50	single
