experiment 	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual 	image_label
20170914	D02	1	1.099896055	1:50000	NA19101	NA19160	19101_19160	00020
20170914	D03	1	1.867337156	1:50000	NA19101	NA19160	19101_19160	00019
20170914	D04	1	2.711496072	1:50000	NA19101	NA19160	19101_19160	00067
20170914	D05	1	3.114420545	1:50000	NA19101	NA19160	19101_19160	00068
20170914	D06	1	2.151110902	1:50000	NA19101	NA19160	19101_19160	00069
20170914	D07	1	1.323664326	1:50000	NA19101	NA19160	19101_19160	00024
20170914	D08	1	1.982540013	1:50000	NA19101	NA19160	19101_19160	00023
20170914	D09	1	1.993203609	1:50000	NA19101	NA19160	19101_19160	00022
20170914	D10	1	2.144276584	1:50000	NA19101	NA19160	19101_19160	00070
20170914	D11	1	0.850877697	1:50000	NA19101	NA19160	19101_19160	00071
20170914	D12	1	2.068347532	1:50000	NA19101	NA19160	19101_19160	00072
20170914	E01	0	0.741628687	1:50000	NA19101	NA19160	19101_19160	00025
20170914	E02	1	0.745839528	1:50000	NA19101	NA19160	19101_19160	00026
20170914	E03	1	0.605737141	1:50000	NA19101	NA19160	19101_19160	00027
20170914	E04	1	1.083785802	1:50000	NA19101	NA19160	19101_19160	00075
20170914	E05	1	2.873429994	1:50000	NA19101	NA19160	19101_19160	00074
20170914	E06	1	2.412694803	1:50000	NA19101	NA19160	19101_19160	00073
20170914	E07	0	0.274354391	1:50000	NA19101	NA19160	19101_19160	00028
20170914	E08	1	0.986394702	1:50000	NA19101	NA19160	19101_19160	00029
20170914	E09	1	2.164400721	1:50000	NA19101	NA19160	19101_19160	00030
20170914	E10	1	1.923567796	1:50000	NA19101	NA19160	19101_19160	00078
20170914	E11	1	3.040759871	1:50000	NA19101	NA19160	19101_19160	00077
20170914	E12	1	3.636371141	1:50000	NA19101	NA19160	19101_19160	00076
20170914	F01	1	0.692270389	1:50000	NA19101	NA19160	19101_19160	00031
20170914	F02	1	1.390117744	1:50000	NA19101	NA19160	19101_19160	00032
20170914	F03	1	0.808405328	1:50000	NA19101	NA19160	19101_19160	00033
20170914	F04	1	3.202549986	1:50000	NA19101	NA19160	19101_19160	00081
20170914	F05	1	4.109465636	1:50000	NA19101	NA19160	19101_19160	00080
20170914	F06	1	2.034544027	1:50000	NA19101	NA19160	19101_19160	00079
20170914	F07	1	1.801467402	1:50000	NA19101	NA19160	19101_19160	00034
20170914	F08	1	1.309030279	1:50000	NA19101	NA19160	19101_19160	00035
20170914	F09	1	0.817796507	1:50000	NA19101	NA19160	19101_19160	00036
20170914	F10	1	2.262100537	1:50000	NA19101	NA19160	19101_19160	00084
20170914	F11	1	3.042392104	1:50000	NA19101	NA19160	19101_19160	00083
20170914	F12	4	1.303322818	1:50000	NA19101	NA19160	19101_19160	00082
20170914	G01	1	0.949740464	1:50000	NA19101	NA19160	19101_19160	00037
20170914	G02	1	2.088814036	1:50000	NA19101	NA19160	19101_19160	00038
20170914	G03	1	2.32981224	1:50000	NA19101	NA19160	19101_19160	00039
20170914	G04	1	2.247730368	1:50000	NA19101	NA19160	19101_19160	00087
20170914	G05	1	3.076957181	1:50000	NA19101	NA19160	19101_19160	00086
20170914	G06	1	2.775026861	1:50000	NA19101	NA19160	19101_19160	00085
20170914	G07	4	1.694913254	1:50000	NA19101	NA19160	19101_19160	00040
20170914	G08	2	0.934775463	1:50000	NA19101	NA19160	19101_19160	00041
20170914	G09	1	0.82823568	1:50000	NA19101	NA19160	19101_19160	00042
20170914	G10	1	2.517144494	1:50000	NA19101	NA19160	19101_19160	00090
20170914	G11	1	0.797389632	1:50000	NA19101	NA19160	19101_19160	00089
20170914	G12	1	0	1:50000	NA19101	NA19160	19101_19160	00088
20170914	H01	3	1.555037315	1:50000	NA19101	NA19160	19101_19160	00043
20170914	H02	1	1.654556233	1:50000	NA19101	NA19160	19101_19160	00044
20170914	H03	1	1.309311639	1:50000	NA19101	NA19160	19101_19160	00045
20170914	H04	1	2.512759817	1:50000	NA19101	NA19160	19101_19160	00093
20170914	H05	1	2.006739603	1:50000	NA19101	NA19160	19101_19160	00092
20170914	H06	1	2.207035439	1:50000	NA19101	NA19160	19101_19160	00091
20170914	H07	1	1.622725748	1:50000	NA19101	NA19160	19101_19160	00046
20170914	H08	1	1.682374465	1:50000	NA19101	NA19160	19101_19160	00047
20170914	H09	1	0.716426968	1:50000	NA19101	NA19160	19101_19160	00048
20170914	H10	1	1.835693466	1:50000	NA19101	NA19160	19101_19160	00096
20170914	H11	1	1.698105713	1:50000	NA19101	NA19160	19101_19160	00095
20170914	H12	1	2.032901801	1:50000	NA19101	NA19160	19101_19160	00094
20170915	A01	1	1.153043371	1:50000	NA18855	NA18511	18511_18855	00003
20170915	A02	1	5.121623493	1:50000	NA18855	NA18511	18511_18855	00002
20170915	A03	1	4.587638016	1:50000	NA18855	NA18511	18511_18855	00001
20170915	A04	1	4.946386543	1:50000	NA18855	NA18511	18511_18855	00049
20170915	A05	1	4.971532334	1:50000	NA18855	NA18511	18511_18855	00050
20170915	A06	2	3.496414261	1:50000	NA18855	NA18511	18511_18855	00051
20170915	A07	1	1.160009662	1:50000	NA18855	NA18511	18511_18855	00006
20170915	A08	1	4.403077729	1:50000	NA18855	NA18511	18511_18855	00005
20170915	A09	1	4.450303938	1:50000	NA18855	NA18511	18511_18855	00004
20170915	A10	1	4.229026848	1:50000	NA18855	NA18511	18511_18855	00052
20170915	A11	7	1.298483362	1:50000	NA18855	NA18511	18511_18855	00053
20170915	A12	1	5.019743548	1:50000	NA18855	NA18511	18511_18855	00054
20170915	B01	1	3.757939183	1:50000	NA18855	NA18511	18511_18855	00009
20170915	B02	1	4.132932989	1:50000	NA18855	NA18511	18511_18855	00008
20170915	B03	1	4.373895893	1:50000	NA18855	NA18511	18511_18855	00007
20170915	B04	1	4.658206379	1:50000	NA18855	NA18511	18511_18855	00055
20170915	B05	1	5.289588016	1:50000	NA18855	NA18511	18511_18855	00056
20170915	B06	1	3.804837429	1:50000	NA18855	NA18511	18511_18855	00057
20170915	B07	1	4.269241599	1:50000	NA18855	NA18511	18511_18855	00012
20170915	B08	1	4.44646665	1:50000	NA18855	NA18511	18511_18855	00011
20170915	B09	0	0.834743248	1:50000	NA18855	NA18511	18511_18855	00010
20170915	B10	1	3.370721047	1:50000	NA18855	NA18511	18511_18855	00058
20170915	B11	1	0.872404144	1:50000	NA18855	NA18511	18511_18855	00059
20170915	B12	1	2.912596328	1:50000	NA18855	NA18511	18511_18855	00060
20170915	C01	1	3.127529188	1:50000	NA18855	NA18511	18511_18855	00015
20170915	C02	1	3.488828365	1:50000	NA18855	NA18511	18511_18855	00014
20170915	C03	1	4.937124523	1:50000	NA18855	NA18511	18511_18855	00013
20170915	C04	1	2.223729927	1:50000	NA18855	NA18511	18511_18855	00061
20170915	C05	1	4.607241674	1:50000	NA18855	NA18511	18511_18855	00062
20170915	C06	1	3.267846888	1:50000	NA18855	NA18511	18511_18855	00063
20170915	C07	1	5.206913446	1:50000	NA18855	NA18511	18511_18855	00018
20170915	C08	1	4.381653527	1:50000	NA18855	NA18511	18511_18855	00017
20170915	C09	1	0.876915779	1:50000	NA18855	NA18511	18511_18855	00016
20170915	C10	1	0.794338349	1:50000	NA18855	NA18511	18511_18855	00064
20170915	C11	1	4.256333571	1:50000	NA18855	NA18511	18511_18855	00065
20170915	C12	1	2.067003297	1:50000	NA18855	NA18511	18511_18855	00066
20170915	D01	1	3.239448956	1:50000	NA18855	NA18511	18511_18855	00021
20170915	D02	1	4.412400577	1:50000	NA18855	NA18511	18511_18855	00020
20170915	D03	1	5.578500452	1:50000	NA18855	NA18511	18511_18855	00019
20170915	D04	1	4.994263853	1:50000	NA18855	NA18511	18511_18855	00067
20170915	D05	5	2.112704334	1:50000	NA18855	NA18511	18511_18855	00068
20170915	D06	1	3.180610559	1:50000	NA18855	NA18511	18511_18855	00069
20170915	D07	1	4.808929712	1:50000	NA18855	NA18511	18511_18855	00024
20170915	D08	1	4.661762325	1:50000	NA18855	NA18511	18511_18855	00023
20170915	D09	1	1.519001287	1:50000	NA18855	NA18511	18511_18855	00022
20170915	D10	1	1.223545038	1:50000	NA18855	NA18511	18511_18855	00070
20170915	D11	1	3.627090772	1:50000	NA18855	NA18511	18511_18855	00071
20170915	D12	1	1.961771062	1:50000	NA18855	NA18511	18511_18855	00072
20170915	E01	1	3.736140757	1:50000	NA18855	NA18511	18511_18855	00025
20170915	E02	1	2.581285966	1:50000	NA18855	NA18511	18511_18855	00026
20170915	E03	1	4.479136369	1:50000	NA18855	NA18511	18511_18855	00027
20170915	E04	1	2.705424809	1:50000	NA18855	NA18511	18511_18855	00075
20170915	E05	1	5.290404022	1:50000	NA18855	NA18511	18511_18855	00074
20170915	E06	1	3.341126156	1:50000	NA18855	NA18511	18511_18855	00073
20170915	E07	1	3.929925409	1:50000	NA18855	NA18511	18511_18855	00028
20170915	E08	1	2.444480205	1:50000	NA18855	NA18511	18511_18855	00029
20170915	E09	1	3.634857069	1:50000	NA18855	NA18511	18511_18855	00030
20170915	E10	1	3.661626189	1:50000	NA18855	NA18511	18511_18855	00078
20170915	E11	1	1.690125602	1:50000	NA18855	NA18511	18511_18855	00077
20170915	E12	2	2.559816262	1:50000	NA18855	NA18511	18511_18855	00076
20170915	F01	1	3.663034462	1:50000	NA18855	NA18511	18511_18855	00031
20170915	F02	2	1.770041589	1:50000	NA18855	NA18511	18511_18855	00032
20170915	F03	1	4.602255648	1:50000	NA18855	NA18511	18511_18855	00033
20170915	F04	1	1.292711674	1:50000	NA18855	NA18511	18511_18855	00081
20170915	F05	1	4.68638263	1:50000	NA18855	NA18511	18511_18855	00080
20170915	F06	1	1.159404829	1:50000	NA18855	NA18511	18511_18855	00079
20170915	F07	1	1.585137488	1:50000	NA18855	NA18511	18511_18855	00034
20170915	F08	1	3.938148907	1:50000	NA18855	NA18511	18511_18855	00035
20170915	F09	1	1.080404132	1:50000	NA18855	NA18511	18511_18855	00036
20170915	F10	1	3.219994657	1:50000	NA18855	NA18511	18511_18855	00084
20170915	F11	1	4.932457921	1:50000	NA18855	NA18511	18511_18855	00083
20170915	F12	3	3.174805654	1:50000	NA18855	NA18511	18511_18855	00082
20170915	G01	1	3.47507073	1:50000	NA18855	NA18511	18511_18855	00037
20170915	G02	1	3.537492951	1:50000	NA18855	NA18511	18511_18855	00038
20170915	G03	1	1.63660798	1:50000	NA18855	NA18511	18511_18855	00039
20170915	G04	1	4.204799814	1:50000	NA18855	NA18511	18511_18855	00087
20170915	G05	1	4.97315764	1:50000	NA18855	NA18511	18511_18855	00086
20170915	G06	2	5.033364274	1:50000	NA18855	NA18511	18511_18855	00085
20170915	G07	8	3.506872527	1:50000	NA18855	NA18511	18511_18855	00040
20170915	G08	1	3.770274264	1:50000	NA18855	NA18511	18511_18855	00041
20170915	G09	1	6.005682471	1:50000	NA18855	NA18511	18511_18855	00042
20170915	G10	1	5.402178032	1:50000	NA18855	NA18511	18511_18855	00090
20170915	G11	3	2.675481734	1:50000	NA18855	NA18511	18511_18855	00089
20170915	G12	2	3.448767408	1:50000	NA18855	NA18511	18511_18855	00088
20170915	H01	1	3.713488665	1:50000	NA18855	NA18511	18511_18855	00043
20170915	H02	2	2.397788031	1:50000	NA18855	NA18511	18511_18855	00044
20170915	H03	1	2.988609627	1:50000	NA18855	NA18511	18511_18855	00045
20170915	H04	1	4.781443752	1:50000	NA18855	NA18511	18511_18855	00093
20170915	H05	1	1.34951284	1:50000	NA18855	NA18511	18511_18855	00092
20170915	H06	1	3.39588061	1:50000	NA18855	NA18511	18511_18855	00091
20170915	H07	1	4.359037104	1:50000	NA18855	NA18511	18511_18855	00046
20170915	H08	2	1.500878951	1:50000	NA18855	NA18511	18511_18855	00047
20170915	H09	0	1.119634688	1:50000	NA18855	NA18511	18511_18855	00048
20170915	H10	2	4.673530738	1:50000	NA18855	NA18511	18511_18855	00096
20170915	H11	1	1.551203161	1:50000	NA18855	NA18511	18511_18855	00095
20170915	H12	1	3.180079267	1:50000	NA18855	NA18511	18511_18855	00094
20170916	A01	1	2.28672269	1:50000	NA18511	NA19101	19101_18511	00003
20170916	A02	3	1.109549372	1:50000	NA18511	NA19101	19101_18511	00002
20170916	A03	1	1.768799958	1:50000	NA18511	NA19101	19101_18511	00001
20170916	A04	1	3.47591303	1:50000	NA18511	NA19101	19101_18511	00049
20170916	A05	1	0.832459934	1:50000	NA18511	NA19101	19101_18511	00050
20170916	A06	1	2.354630785	1:50000	NA18511	NA19101	19101_18511	00051
20170916	A07	1	1.292219384	1:50000	NA18511	NA19101	19101_18511	00006
20170916	A08	1	0.490068732	1:50000	NA18511	NA19101	19101_18511	00005
20170916	A09	2	1.232673411	1:50000	NA18511	NA19101	19101_18511	00004
20170916	A10	1	3.649955116	1:50000	NA18511	NA19101	19101_18511	00052
20170916	A11	3	1.148637167	1:50000	NA18511	NA19101	19101_18511	00053
20170916	A12	1	0.477807411	1:50000	NA18511	NA19101	19101_18511	00054
20170916	B01	1	4.697118297	1:50000	NA18511	NA19101	19101_18511	00009
20170916	B02	1	3.093400494	1:50000	NA18511	NA19101	19101_18511	00008
20170916	B03	1	3.67385601	1:50000	NA18511	NA19101	19101_18511	00007
20170916	B04	1	2.028269877	1:50000	NA18511	NA19101	19101_18511	00055
20170916	B05	0	1.245967532	1:50000	NA18511	NA19101	19101_18511	00056
20170916	B06	2	2.099339912	1:50000	NA18511	NA19101	19101_18511	00057
20170916	B07	1	0.552708025	1:50000	NA18511	NA19101	19101_18511	00012
20170916	B08	1	3.681414007	1:50000	NA18511	NA19101	19101_18511	00011
20170916	B09	1	3.112563146	1:50000	NA18511	NA19101	19101_18511	00010
20170916	B10	2	3.137572136	1:50000	NA18511	NA19101	19101_18511	00058
20170916	B11	1	3.45679232	1:50000	NA18511	NA19101	19101_18511	00059
20170916	B12	1	3.189041736	1:50000	NA18511	NA19101	19101_18511	00060
20170916	C01	2	2.87717095	1:50000	NA18511	NA19101	19101_18511	00015
20170916	C02	1	2.316585433	1:50000	NA18511	NA19101	19101_18511	00014
20170916	C03	1	1.667706161	1:50000	NA18511	NA19101	19101_18511	00013
20170916	C04	1	1.217243776	1:50000	NA18511	NA19101	19101_18511	00061
20170916	C05	2	3.628718413	1:50000	NA18511	NA19101	19101_18511	00062
20170916	C06	1	4.430262356	1:50000	NA18511	NA19101	19101_18511	00063
20170916	C07	1	3.267484032	1:50000	NA18511	NA19101	19101_18511	00018
20170916	C08	1	1.909788094	1:50000	NA18511	NA19101	19101_18511	00017
20170916	C09	1	1.209897276	1:50000	NA18511	NA19101	19101_18511	00016
20170916	C10	1	4.751968597	1:50000	NA18511	NA19101	19101_18511	00064
20170916	C11	1	3.911543353	1:50000	NA18511	NA19101	19101_18511	00065
20170916	C12	1	5.254526472	1:50000	NA18511	NA19101	19101_18511	00066
20170916	D01	3	3.299086486	1:50000	NA18511	NA19101	19101_18511	00021
20170916	D02	1	3.65081672	1:50000	NA18511	NA19101	19101_18511	00020
20170916	D03	1	2.188373109	1:50000	NA18511	NA19101	19101_18511	00019
20170916	D04	3	3.718292963	1:50000	NA18511	NA19101	19101_18511	00067
20170916	D05	1	2.930487773	1:50000	NA18511	NA19101	19101_18511	00068
20170916	D06	3	2.450727468	1:50000	NA18511	NA19101	19101_18511	00069
20170916	D07	1	1.8523393	1:50000	NA18511	NA19101	19101_18511	00024
20170916	D08	1	2.360947919	1:50000	NA18511	NA19101	19101_18511	00023
20170916	D09	1	2.325372718	1:50000	NA18511	NA19101	19101_18511	00022
20170916	D10	1	3.226311088	1:50000	NA18511	NA19101	19101_18511	00070
20170916	D11	1	2.125548227	1:50000	NA18511	NA19101	19101_18511	00071
20170916	D12	1	2.782189214	1:50000	NA18511	NA19101	19101_18511	00072
20170916	E01	1	4.050073763	1:50000	NA18511	NA19101	19101_18511	00025
20170916	E02	1	2.414506796	1:50000	NA18511	NA19101	19101_18511	00026
20170916	E03	1	1.420977105	1:50000	NA18511	NA19101	19101_18511	00027
20170916	E04	1	4.660224746	1:50000	NA18511	NA19101	19101_18511	00075
20170916	E05	2	3.260312276	1:50000	NA18511	NA19101	19101_18511	00074
20170916	E06	1	1.356994811	1:50000	NA18511	NA19101	19101_18511	00073
20170916	E07	8	1.286788258	1:50000	NA18511	NA19101	19101_18511	00028
20170916	E08	1	0.975803062	1:50000	NA18511	NA19101	19101_18511	00029
20170916	E09	1	2.384444859	1:50000	NA18511	NA19101	19101_18511	00030
20170916	E10	1	4.221523451	1:50000	NA18511	NA19101	19101_18511	00078
20170916	E11	1	1.071015235	1:50000	NA18511	NA19101	19101_18511	00077
20170916	E12	1	3.290979221	1:50000	NA18511	NA19101	19101_18511	00076
20170916	F01	1	1.338173761	1:50000	NA18511	NA19101	19101_18511	00031
20170916	F02	1	1.547977457	1:50000	NA18511	NA19101	19101_18511	00032
20170916	F03	4	1.993131008	1:50000	NA18511	NA19101	19101_18511	00033
20170916	F04	1	0.365410113	1:50000	NA18511	NA19101	19101_18511	00081
20170916	F05	1	1.519677362	1:50000	NA18511	NA19101	19101_18511	00080
20170916	F06	1	3.784196151	1:50000	NA18511	NA19101	19101_18511	00079
20170916	F07	1	1.995018125	1:50000	NA18511	NA19101	19101_18511	00034
20170916	F08	1	2.176983982	1:50000	NA18511	NA19101	19101_18511	00035
20170916	F09	1	1.848455534	1:50000	NA18511	NA19101	19101_18511	00036
20170916	F10	1	2.563496791	1:50000	NA18511	NA19101	19101_18511	00084
20170916	F11	1	1.386465311	1:50000	NA18511	NA19101	19101_18511	00083
20170916	F12	1	4.521243578	1:50000	NA18511	NA19101	19101_18511	00082
20170916	G01	1	1.347731232	1:50000	NA18511	NA19101	19101_18511	00037
20170916	G02	1	2.508525034	1:50000	NA18511	NA19101	19101_18511	00038
20170916	G03	1	0.870350288	1:50000	NA18511	NA19101	19101_18511	00039
20170916	G04	1	1.793636958	1:50000	NA18511	NA19101	19101_18511	00087
20170916	G05	2	2.164987691	1:50000	NA18511	NA19101	19101_18511	00086
20170916	G06	1	2.964317504	1:50000	NA18511	NA19101	19101_18511	00085
20170916	G07	1	1.961787599	1:50000	NA18511	NA19101	19101_18511	00040
20170916	G08	5	3.028181574	1:50000	NA18511	NA19101	19101_18511	00041
20170916	G09	1	1.044441951	1:50000	NA18511	NA19101	19101_18511	00042
20170916	G10	1	0.888909336	1:50000	NA18511	NA19101	19101_18511	00090
20170916	G11	1	3.928640619	1:50000	NA18511	NA19101	19101_18511	00089
20170916	G12	2	1.88637606	1:50000	NA18511	NA19101	19101_18511	00088
20170916	H01	2	1.636355027	1:50000	NA18511	NA19101	19101_18511	00043
20170916	H02	1	4.882390356	1:50000	NA18511	NA19101	19101_18511	00044
20170916	H03	3	1.69845093	1:50000	NA18511	NA19101	19101_18511	00045
20170916	H04	1	4.818344021	1:50000	NA18511	NA19101	19101_18511	00093
20170916	H05	1	4.484973705	1:50000	NA18511	NA19101	19101_18511	00092
20170916	H06	1	3.698736132	1:50000	NA18511	NA19101	19101_18511	00091
20170916	H07	1	2.918307818	1:50000	NA18511	NA19101	19101_18511	00046
20170916	H08	3	1.716841193	1:50000	NA18511	NA19101	19101_18511	00047
20170916	H09	4	2.178020513	1:50000	NA18511	NA19101	19101_18511	00048
20170916	H10	1	2.093335819	1:50000	NA18511	NA19101	19101_18511	00096
20170916	H11	1	1.754816016	1:50000	NA18511	NA19101	19101_18511	00095
20170916	H12	1	0.493114791	1:50000	NA18511	NA19101	19101_18511	00094
20170917	A01	1	2.129155169	1:50000	NA19098	NA19160	19098_19160	00003
20170917	A02	1	2.381849911	1:50000	NA19098	NA19160	19098_19160	00002
20170917	A03	1	0.389746483	1:50000	NA19098	NA19160	19098_19160	00001
20170917	A04	1	0.716005386	1:50000	NA19098	NA19160	19098_19160	00049
20170917	A05	1	2.372991119	1:50000	NA19098	NA19160	19098_19160	00050
20170917	A06	1	2.187217371	1:50000	NA19098	NA19160	19098_19160	00051
20170917	A07	2	2.090154181	1:50000	NA19098	NA19160	19098_19160	00006
20170917	A08	1	2.059182679	1:50000	NA19098	NA19160	19098_19160	00005
20170917	A09	1	2.059950371	1:50000	NA19098	NA19160	19098_19160	00004
20170917	A10	1	2.173291412	1:50000	NA19098	NA19160	19098_19160	00052
20170917	A11	1	2.279389332	1:50000	NA19098	NA19160	19098_19160	00053
20170917	A12	1	2.600122387	1:50000	NA19098	NA19160	19098_19160	00054
20170917	B01	1	1.937959814	1:50000	NA19098	NA19160	19098_19160	00009
20170917	B02	1	1.965361363	1:50000	NA19098	NA19160	19098_19160	00008
20170917	B03	0	0.223737996	1:50000	NA19098	NA19160	19098_19160	00007
20170917	B04	2	2.320869939	1:50000	NA19098	NA19160	19098_19160	00055
20170917	B05	1	2.369296822	1:50000	NA19098	NA19160	19098_19160	00056
20170917	B06	1	1.47319999	1:50000	NA19098	NA19160	19098_19160	00057
20170917	B07	1	2.006538367	1:50000	NA19098	NA19160	19098_19160	00012
20170917	B08	1	0.599882597	1:50000	NA19098	NA19160	19098_19160	00011
20170917	B09	1	1.861468514	1:50000	NA19098	NA19160	19098_19160	00010
20170917	B10	1	0.686751808	1:50000	NA19098	NA19160	19098_19160	00058
20170917	B11	1	2.204346991	1:50000	NA19098	NA19160	19098_19160	00059
20170917	B12	1	0.56232101	1:50000	NA19098	NA19160	19098_19160	00060
20170917	C01	1	1.172265598	1:50000	NA19098	NA19160	19098_19160	00015
20170917	C02	1	1.258124054	1:50000	NA19098	NA19160	19098_19160	00014
20170917	C03	1	2.015361251	1:50000	NA19098	NA19160	19098_19160	00013
20170917	C04	1	2.396606512	1:50000	NA19098	NA19160	19098_19160	00061
20170917	C05	1	1.779927902	1:50000	NA19098	NA19160	19098_19160	00062
20170917	C06	2	0.928593743	1:50000	NA19098	NA19160	19098_19160	00063
20170917	C07	1	2.209022472	1:50000	NA19098	NA19160	19098_19160	00018
20170917	C08	1	0.454446682	1:50000	NA19098	NA19160	19098_19160	00017
20170917	C09	4	0.759694171	1:50000	NA19098	NA19160	19098_19160	00016
20170917	C10	1	2.089714697	1:50000	NA19098	NA19160	19098_19160	00064
20170917	C11	2	2.336290739	1:50000	NA19098	NA19160	19098_19160	00065
20170917	C12	1	1.666778734	1:50000	NA19098	NA19160	19098_19160	00066
20170917	D01	2	1.076216697	1:50000	NA19098	NA19160	19098_19160	00021
20170917	D02	1	0.542439514	1:50000	NA19098	NA19160	19098_19160	00020
20170917	D03	1	0.479737002	1:50000	NA19098	NA19160	19098_19160	00019
20170917	D04	1	0.404882797	1:50000	NA19098	NA19160	19098_19160	00067
20170917	D05	1	2.49016409	1:50000	NA19098	NA19160	19098_19160	00068
20170917	D06	1	2.401718884	1:50000	NA19098	NA19160	19098_19160	00069
20170917	D07	1	0.645363975	1:50000	NA19098	NA19160	19098_19160	00024
20170917	D08	5	1.443703796	1:50000	NA19098	NA19160	19098_19160	00023
20170917	D09	1	1.941327968	1:50000	NA19098	NA19160	19098_19160	00022
20170917	D10	1	1.683136032	1:50000	NA19098	NA19160	19098_19160	00070
20170917	D11	2	0.454494834	1:50000	NA19098	NA19160	19098_19160	00071
20170917	D12	1	1.942244748	1:50000	NA19098	NA19160	19098_19160	00072
20170917	E01	1	0.740227437	1:50000	NA19098	NA19160	19098_19160	00025
20170917	E02	0	0.361860515	1:50000	NA19098	NA19160	19098_19160	00026
20170917	E03	1	0.368737698	1:50000	NA19098	NA19160	19098_19160	00027
20170917	E04	1	0.691989029	1:50000	NA19098	NA19160	19098_19160	00075
20170917	E05	1	0.70331355	1:50000	NA19098	NA19160	19098_19160	00074
20170917	E06	1	2.593404022	1:50000	NA19098	NA19160	19098_19160	00073
20170917	E07	1	2.625266112	1:50000	NA19098	NA19160	19098_19160	00028
20170917	E08	1	2.123657494	1:50000	NA19098	NA19160	19098_19160	00029
20170917	E09	1	0.637251533	1:50000	NA19098	NA19160	19098_19160	00030
20170917	E10	1	1.965556348	1:50000	NA19098	NA19160	19098_19160	00078
20170917	E11	1	0.209176684	1:50000	NA19098	NA19160	19098_19160	00077
20170917	E12	1	0.576025089	1:50000	NA19098	NA19160	19098_19160	00076
20170917	F01	1	2.199353957	1:50000	NA19098	NA19160	19098_19160	00031
20170917	F02	1	0.955984947	1:50000	NA19098	NA19160	19098_19160	00032
20170917	F03	4	1.553402327	1:50000	NA19098	NA19160	19098_19160	00033
20170917	F04	1	2.694588731	1:50000	NA19098	NA19160	19098_19160	00081
20170917	F05	1	2.450306637	1:50000	NA19098	NA19160	19098_19160	00080
20170917	F06	1	2.408886046	1:50000	NA19098	NA19160	19098_19160	00079
20170917	F07	1	0.255683083	1:50000	NA19098	NA19160	19098_19160	00034
20170917	F08	1	2.654481198	1:50000	NA19098	NA19160	19098_19160	00035
20170917	F09	1	1.180403932	1:50000	NA19098	NA19160	19098_19160	00036
20170917	F10	1	0.208845173	1:50000	NA19098	NA19160	19098_19160	00084
20170917	F11	1	2.54911592	1:50000	NA19098	NA19160	19098_19160	00083
20170917	F12	1	2.443875601	1:50000	NA19098	NA19160	19098_19160	00082
20170917	G01	1	1.372234337	1:50000	NA19098	NA19160	19098_19160	00037
20170917	G02	1	1.828632124	1:50000	NA19098	NA19160	19098_19160	00038
20170917	G03	1	0.578672536	1:50000	NA19098	NA19160	19098_19160	00039
20170917	G04	1	2.395429342	1:50000	NA19098	NA19160	19098_19160	00087
20170917	G05	1	2.313987542	1:50000	NA19098	NA19160	19098_19160	00086
20170917	G06	1	2.4693834	1:50000	NA19098	NA19160	19098_19160	00085
20170917	G07	1	0.727677314	1:50000	NA19098	NA19160	19098_19160	00040
20170917	G08	2	2.023711086	1:50000	NA19098	NA19160	19098_19160	00041
20170917	G09	1	2.472062158	1:50000	NA19098	NA19160	19098_19160	00042
20170917	G10	2	2.630487275	1:50000	NA19098	NA19160	19098_19160	00090
20170917	G11	1	1.912350085	1:50000	NA19098	NA19160	19098_19160	00089
20170917	G12	1	0.619005056	1:50000	NA19098	NA19160	19098_19160	00088
20170917	H01	1	0.596544558	1:50000	NA19098	NA19160	19098_19160	00043
20170917	H02	1	0.683562088	1:50000	NA19098	NA19160	19098_19160	00044
20170917	H03	3	1.718690019	1:50000	NA19098	NA19160	19098_19160	00045
20170917	H04	1	2.36291511	1:50000	NA19098	NA19160	19098_19160	00093
20170917	H05	1	1.668242094	1:50000	NA19098	NA19160	19098_19160	00092
20170917	H06	1	2.369821374	1:50000	NA19098	NA19160	19098_19160	00091
20170917	H07	1	2.773842033	1:50000	NA19098	NA19160	19098_19160	00046
20170917	H08	2	2.030835598	1:50000	NA19098	NA19160	19098_19160	00047
20170917	H09	1	2.6132227	1:50000	NA19098	NA19160	19098_19160	00048
20170917	H10	1	2.010308014	1:50000	NA19098	NA19160	19098_19160	00096
20170917	H11	1	0.671771505	1:50000	NA19098	NA19160	19098_19160	00095
20170917	H12	1	0.993191485	1:50000	NA19098	NA19160	19098_19160	00094
20170919	A01	1	0.99488422	1:50000	NA18511	NA19098	19098_18511	00003
20170919	A02	1	1.577220641	1:50000	NA18511	NA19098	19098_18511	00002
20170919	A03	1	1.998812504	1:50000	NA18511	NA19098	19098_18511	00001
20170919	A04	1	0.716086767	1:50000	NA18511	NA19098	19098_18511	00049
20170919	A05	1	1.799050772	1:50000	NA18511	NA19098	19098_18511	00050
20170919	A06	2	1.292790458	1:50000	NA18511	NA19098	19098_18511	00051
20170919	A07	1	1.756674603	1:50000	NA18511	NA19098	19098_18511	00006
20170919	A08	1	1.957113542	1:50000	NA18511	NA19098	19098_18511	00005
20170919	A09	1	1.949188928	1:50000	NA18511	NA19098	19098_18511	00004
20170919	A10	1	2.157699172	1:50000	NA18511	NA19098	19098_18511	00052
20170919	A11	1	0.625393161	1:50000	NA18511	NA19098	19098_18511	00053
