experiment 	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual 	image_label
20170908	F05	1	2.879458352	1:50000	NA18870	NA19101	18870_19101	00080
20170908	F06	1	3.091222713	1:50000	NA18870	NA19101	18870_19101	00079
20170908	F07	1	1.457550901	1:50000	NA18870	NA19101	18870_19101	00034
20170908	F08	1	0.684623216	1:50000	NA18870	NA19101	18870_19101	00035
20170908	F09	1	2.545155669	1:50000	NA18870	NA19101	18870_19101	00036
20170908	F10	1	2.461402399	1:50000	NA18870	NA19101	18870_19101	00084
20170908	F11	1	3.322591392	1:50000	NA18870	NA19101	18870_19101	00083
20170908	F12	1	3.61948795	1:50000	NA18870	NA19101	18870_19101	00082
20170908	G01	1	2.733555037	1:50000	NA18870	NA19101	18870_19101	00037
20170908	G02	5	2.08695565	1:50000	NA18870	NA19101	18870_19101	00038
20170908	G03	1	2.592051364	1:50000	NA18870	NA19101	18870_19101	00039
20170908	G04	1	0.998754751	1:50000	NA18870	NA19101	18870_19101	00087
20170908	G05	1	2.886060372	1:50000	NA18870	NA19101	18870_19101	00086
20170908	G06	1	4.163588045	1:50000	NA18870	NA19101	18870_19101	00085
20170908	G07	1	4.165603726	1:50000	NA18870	NA19101	18870_19101	00040
20170908	G08	1	3.084557149	1:50000	NA18870	NA19101	18870_19101	00041
20170908	G09	2	2.004450006	1:50000	NA18870	NA19101	18870_19101	00042
20170908	G10	1	3.737006278	1:50000	NA18870	NA19101	18870_19101	00090
20170908	G11	1	3.924016394	1:50000	NA18870	NA19101	18870_19101	00089
20170908	G12	1	3.987157151	1:50000	NA18870	NA19101	18870_19101	00088
20170908	H01	3	1.450884203	1:50000	NA18870	NA19101	18870_19101	00043
20170908	H02	1	3.174770994	1:50000	NA18870	NA19101	18870_19101	00044
20170908	H03	1	0.923950673	1:50000	NA18870	NA19101	18870_19101	00045
20170908	H04	1	3.715313783	1:50000	NA18870	NA19101	18870_19101	00093
20170908	H05	1	3.909643463	1:50000	NA18870	NA19101	18870_19101	00092
20170908	H06	1	3.219464819	1:50000	NA18870	NA19101	18870_19101	00091
20170908	H07	1	4.29267566	1:50000	NA18870	NA19101	18870_19101	00046
20170908	H08	2	2.618571951	1:50000	NA18870	NA19101	18870_19101	00047
20170908	H09	1	4.500813499	1:50000	NA18870	NA19101	18870_19101	00048
20170908	H10	1	5.806953776	1:50000	NA18870	NA19101	18870_19101	00096
20170908	H11	1	2.641083286	1:50000	NA18870	NA19101	18870_19101	00095
20170908	H12	1	3.586429065	1:50000	NA18870	NA19101	18870_19101	00094
20170910	A01	1	0.631448288	1:50000	NA18855	NA19101	18855_19101	00003
20170910	A02	1	1.629486005	1:50000	NA18855	NA19101	18855_19101	00002
20170910	A03	1	0.454307582	1:50000	NA18855	NA19101	18855_19101	00001
20170910	A04	4	0.710941907	1:50000	NA18855	NA19101	18855_19101	00049
20170910	A05	1	0.918214441	1:50000	NA18855	NA19101	18855_19101	00050
20170910	A06	2	1.716152296	1:50000	NA18855	NA19101	18855_19101	00051
20170910	A07	1	1.547018379	1:50000	NA18855	NA19101	18855_19101	00006
20170910	A08	1	1.607967438	1:50000	NA18855	NA19101	18855_19101	00005
20170910	A09	1	0.533381295	1:50000	NA18855	NA19101	18855_19101	00004
20170910	A10	1	1.671869456	1:50000	NA18855	NA19101	18855_19101	00052
20170910	A11	1	1.645140463	1:50000	NA18855	NA19101	18855_19101	00053
20170910	A12	2	1.611132354	1:50000	NA18855	NA19101	18855_19101	00054
20170910	B01	1	1.957774363	1:50000	NA18855	NA19101	18855_19101	00009
20170910	B02	2	0.741020349	1:50000	NA18855	NA19101	18855_19101	00008
20170910	B03	1	1.488620193	1:50000	NA18855	NA19101	18855_19101	00007
20170910	B04	1	2.011850667	1:50000	NA18855	NA19101	18855_19101	00055
20170910	B05	1	1.687922273	1:50000	NA18855	NA19101	18855_19101	00056
20170910	B06	1	1.826521442	1:50000	NA18855	NA19101	18855_19101	00057
20170910	B07	1	1.639429338	1:50000	NA18855	NA19101	18855_19101	00012
20170910	B08	2	1.724879156	1:50000	NA18855	NA19101	18855_19101	00011
20170910	B09	6	0.543631455	1:50000	NA18855	NA19101	18855_19101	00010
20170910	B10	5	0.676507454	1:50000	NA18855	NA19101	18855_19101	00058
20170910	B11	1	1.922510611	1:50000	NA18855	NA19101	18855_19101	00059
20170910	B12	1	2.001121008	1:50000	NA18855	NA19101	18855_19101	00060
20170910	C01	1	1.483439744	1:50000	NA18855	NA19101	18855_19101	00015
20170910	C02	1	1.016497327	1:50000	NA18855	NA19101	18855_19101	00014
20170910	C03	3	1.476354764	1:50000	NA18855	NA19101	18855_19101	00013
20170910	C04	2	0.546898408	1:50000	NA18855	NA19101	18855_19101	00061
20170910	C05	1	0.616202218	1:50000	NA18855	NA19101	18855_19101	00062
20170910	C06	1	1.076327854	1:50000	NA18855	NA19101	18855_19101	00063
20170910	C07	1	1.737093281	1:50000	NA18855	NA19101	18855_19101	00018
20170910	C08	1	1.695423413	1:50000	NA18855	NA19101	18855_19101	00017
20170910	C09	1	0.440761072	1:50000	NA18855	NA19101	18855_19101	00016
20170910	C10	1	0.604776816	1:50000	NA18855	NA19101	18855_19101	00064
20170910	C11	1	0.700957744	1:50000	NA18855	NA19101	18855_19101	00065
20170910	C12	1	1.095454833	1:50000	NA18855	NA19101	18855_19101	00066
20170910	D01	1	1.338613195	1:50000	NA18855	NA19101	18855_19101	00021
20170910	D02	2	1.927692281	1:50000	NA18855	NA19101	18855_19101	00020
20170910	D03	3	0.97306439	1:50000	NA18855	NA19101	18855_19101	00019
20170910	D04	1	1.832852936	1:50000	NA18855	NA19101	18855_19101	00067
20170910	D05	1	1.525039064	1:50000	NA18855	NA19101	18855_19101	00068
20170910	D06	1	1.55500251	1:50000	NA18855	NA19101	18855_19101	00069
20170910	D07	1	1.556251043	1:50000	NA18855	NA19101	18855_19101	00024
20170910	D08	1	1.620842367	1:50000	NA18855	NA19101	18855_19101	00023
20170910	D09	1	1.741135688	1:50000	NA18855	NA19101	18855_19101	00022
20170910	D10	1	1.536078816	1:50000	NA18855	NA19101	18855_19101	00070
20170910	D11	1	0.27320801	1:50000	NA18855	NA19101	18855_19101	00071
20170910	D12	1	2.066958791	1:50000	NA18855	NA19101	18855_19101	00072
20170910	E01	2	1.310710949	1:50000	NA18855	NA19101	18855_19101	00025
20170910	E02	1	1.751330529	1:50000	NA18855	NA19101	18855_19101	00026
20170910	E03	1	1.502812998	1:50000	NA18855	NA19101	18855_19101	00027
20170910	E04	1	1.405636698	1:50000	NA18855	NA19101	18855_19101	00075
20170910	E05	1	1.716840772	1:50000	NA18855	NA19101	18855_19101	00074
20170910	E06	1	0.884663214	1:50000	NA18855	NA19101	18855_19101	00073
20170910	E07	1	2.11795673	1:50000	NA18855	NA19101	18855_19101	00028
20170910	E08	4	0.709881378	1:50000	NA18855	NA19101	18855_19101	00029
20170910	E09	1	1.442005573	1:50000	NA18855	NA19101	18855_19101	00030
20170910	E10	1	2.202894199	1:50000	NA18855	NA19101	18855_19101	00078
20170910	E11	2	2.05788307	1:50000	NA18855	NA19101	18855_19101	00077
20170910	E12	1	2.003561193	1:50000	NA18855	NA19101	18855_19101	00076
20170910	F01	1	1.424214004	1:50000	NA18855	NA19101	18855_19101	00031
20170910	F02	2	1.443069271	1:50000	NA18855	NA19101	18855_19101	00032
20170910	F03	1	1.318472955	1:50000	NA18855	NA19101	18855_19101	00033
20170910	F04	3	1.38454085	1:50000	NA18855	NA19101	18855_19101	00081
20170910	F05	1	1.621476844	1:50000	NA18855	NA19101	18855_19101	00080
20170910	F06	1	2.070232381	1:50000	NA18855	NA19101	18855_19101	00079
20170910	F07	1	1.995025425	1:50000	NA18855	NA19101	18855_19101	00034
20170910	F08	1	1.738895559	1:50000	NA18855	NA19101	18855_19101	00035
20170910	F09	1	1.478073995	1:50000	NA18855	NA19101	18855_19101	00036
20170910	F10	1	1.842146831	1:50000	NA18855	NA19101	18855_19101	00084
20170910	F11	1	1.779113209	1:50000	NA18855	NA19101	18855_19101	00083
20170910	F12	1	0.460536953	1:50000	NA18855	NA19101	18855_19101	00082
20170910	G01	1	1.283951227	1:50000	NA18855	NA19101	18855_19101	00037
20170910	G02	1	1.093790367	1:50000	NA18855	NA19101	18855_19101	00038
20170910	G03	1	1.484263667	1:50000	NA18855	NA19101	18855_19101	00039
20170910	G04	1	1.935262778	1:50000	NA18855	NA19101	18855_19101	00087
20170910	G05	1	2.22193118	1:50000	NA18855	NA19101	18855_19101	00086
20170910	G06	1	1.934750538	1:50000	NA18855	NA19101	18855_19101	00085
20170910	G07	1	0.558282987	1:50000	NA18855	NA19101	18855_19101	00040
20170910	G08	1	0.868310037	1:50000	NA18855	NA19101	18855_19101	00041
20170910	G09	1	1.797686867	1:50000	NA18855	NA19101	18855_19101	00042
20170910	G10	1	1.740847437	1:50000	NA18855	NA19101	18855_19101	00090
20170910	G11	1	0.994090941	1:50000	NA18855	NA19101	18855_19101	00089
20170910	G12	1	0.194146012	1:50000	NA18855	NA19101	18855_19101	00088
20170910	H01	1	2.267696831	1:50000	NA18855	NA19101	18855_19101	00043
20170910	H02	1	0.487941048	1:50000	NA18855	NA19101	18855_19101	00044
20170910	H03	3	1.79065521	1:50000	NA18855	NA19101	18855_19101	00045
20170910	H04	1	0.368624211	1:50000	NA18855	NA19101	18855_19101	00093
20170910	H05	4	1.709060647	1:50000	NA18855	NA19101	18855_19101	00092
20170910	H06	1	1.576252564	1:50000	NA18855	NA19101	18855_19101	00091
20170910	H07	3	0.723932614	1:50000	NA18855	NA19101	18855_19101	00046
20170910	H08	2	2.05374995	1:50000	NA18855	NA19101	18855_19101	00047
20170910	H09	1	1.654013917	1:50000	NA18855	NA19101	18855_19101	00048
20170910	H10	1	1.670599582	1:50000	NA18855	NA19101	18855_19101	00096
20170910	H11	1	2.02945271	1:50000	NA18855	NA19101	18855_19101	00095
20170910	H12	1	2.007281581	1:50000	NA18855	NA19101	18855_19101	00094
20170912	A01	1	1.550032458	1:50000	NA18870	NA19098	19098_18870	00003
20170912	A02	1	1.580007769	1:50000	NA18870	NA19098	19098_18870	00002
20170912	A03	1	1.616004681	1:50000	NA18870	NA19098	19098_18870	00001
20170912	A04	1	0.552297884	1:50000	NA18870	NA19098	19098_18870	00049
20170912	A05	1	1.766695719	1:50000	NA18870	NA19098	19098_18870	00050
20170912	A06	1	0.160168181	1:50000	NA18870	NA19098	19098_18870	00051
20170912	A07	1	1.59573193	1:50000	NA18870	NA19098	19098_18870	00006
20170912	A08	2	0.834980116	1:50000	NA18870	NA19098	19098_18870	00005
20170912	A09	1	1.106836209	1:50000	NA18870	NA19098	19098_18870	00004
20170912	A10	1	0.180755958	1:50000	NA18870	NA19098	19098_18870	00052
20170912	A11	1	1.35614704	1:50000	NA18870	NA19098	19098_18870	00053
20170912	A12	1	1.644752769	1:50000	NA18870	NA19098	19098_18870	00054
20170912	B01	1	1.635092954	1:50000	NA18870	NA19098	19098_18870	00009
20170912	B02	1	1.333463079	1:50000	NA18870	NA19098	19098_18870	00008
20170912	B03	1	0.610541014	1:50000	NA18870	NA19098	19098_18870	00007
20170912	B04	1	1.491178739	1:50000	NA18870	NA19098	19098_18870	00055
20170912	B05	1	1.39483876	1:50000	NA18870	NA19098	19098_18870	00056
20170912	B06	1	1.621557398	1:50000	NA18870	NA19098	19098_18870	00057
20170912	B07	1	1.659049508	1:50000	NA18870	NA19098	19098_18870	00012
20170912	B08	1	0.560328407	1:50000	NA18870	NA19098	19098_18870	00011
20170912	B09	1	1.222897109	1:50000	NA18870	NA19098	19098_18870	00010
20170912	B10	1	1.501008445	1:50000	NA18870	NA19098	19098_18870	00058
20170912	B11	1	1.693893681	1:50000	NA18870	NA19098	19098_18870	00059
20170912	B12	1	1.827776964	1:50000	NA18870	NA19098	19098_18870	00060
20170912	C01	1	0.879692378	1:50000	NA18870	NA19098	19098_18870	00015
20170912	C02	1	1.906760835	1:50000	NA18870	NA19098	19098_18870	00014
20170912	C03	1	1.783341333	1:50000	NA18870	NA19098	19098_18870	00013
20170912	C04	1	1.606176937	1:50000	NA18870	NA19098	19098_18870	00061
20170912	C05	1	2.04984113	1:50000	NA18870	NA19098	19098_18870	00062
20170912	C06	1	1.616588442	1:50000	NA18870	NA19098	19098_18870	00063
20170912	C07	1	1.83349139	1:50000	NA18870	NA19098	19098_18870	00018
20170912	C08	1	1.923803656	1:50000	NA18870	NA19098	19098_18870	00017
20170912	C09	1	1.765165986	1:50000	NA18870	NA19098	19098_18870	00016
20170912	C10	1	1.956149336	1:50000	NA18870	NA19098	19098_18870	00064
20170912	C11	1	1.660946138	1:50000	NA18870	NA19098	19098_18870	00065
20170912	C12	1	2.073995048	1:50000	NA18870	NA19098	19098_18870	00066
20170912	D01	1	1.928170486	1:50000	NA18870	NA19098	19098_18870	00021
20170912	D02	1	1.904874676	1:50000	NA18870	NA19098	19098_18870	00020
20170912	D03	1	1.789808418	1:50000	NA18870	NA19098	19098_18870	00019
20170912	D04	1	1.612102167	1:50000	NA18870	NA19098	19098_18870	00067
20170912	D05	1	1.985680079	1:50000	NA18870	NA19098	19098_18870	00068
20170912	D06	1	2.020579333	1:50000	NA18870	NA19098	19098_18870	00069
20170912	D07	1	2.01636826	1:50000	NA18870	NA19098	19098_18870	00024
20170912	D08	1	1.94729237	1:50000	NA18870	NA19098	19098_18870	00023
20170912	D09	1	1.547619163	1:50000	NA18870	NA19098	19098_18870	00022
20170912	D10	1	2.174680213	1:50000	NA18870	NA19098	19098_18870	00070
20170912	D11	1	1.736176972	1:50000	NA18870	NA19098	19098_18870	00071
20170912	D12	1	1.912663196	1:50000	NA18870	NA19098	19098_18870	00072
20170912	E01	1	1.906524113	1:50000	NA18870	NA19098	19098_18870	00025
20170912	E02	1	0.972614462	1:50000	NA18870	NA19098	19098_18870	00026
20170912	E03	1	1.693962137	1:50000	NA18870	NA19098	19098_18870	00027
20170912	E04	1	1.24609432	1:50000	NA18870	NA19098	19098_18870	00075
20170912	E05	1	1.541156081	1:50000	NA18870	NA19098	19098_18870	00074
20170912	E06	1	1.32486824	1:50000	NA18870	NA19098	19098_18870	00073
20170912	E07	1	0.523795265	1:50000	NA18870	NA19098	19098_18870	00028
20170912	E08	3	1.277027507	1:50000	NA18870	NA19098	19098_18870	00029
20170912	E09	1	1.922020048	1:50000	NA18870	NA19098	19098_18870	00030
20170912	E10	1	1.84012827	1:50000	NA18870	NA19098	19098_18870	00078
20170912	E11	1	1.874817207	1:50000	NA18870	NA19098	19098_18870	00077
20170912	E12	1	2.23977081	1:50000	NA18870	NA19098	19098_18870	00076
20170912	F01	1	1.922748507	1:50000	NA18870	NA19098	19098_18870	00031
20170912	F02	1	2.206532597	1:50000	NA18870	NA19098	19098_18870	00032
20170912	F03	5	0.986568754	1:50000	NA18870	NA19098	19098_18870	00033
20170912	F04	1	2.030992243	1:50000	NA18870	NA19098	19098_18870	00081
20170912	F05	1	2.350700331	1:50000	NA18870	NA19098	19098_18870	00080
20170912	F06	1	1.850317043	1:50000	NA18870	NA19098	19098_18870	00079
20170912	F07	1	1.497731834	1:50000	NA18870	NA19098	19098_18870	00034
20170912	F08	1	1.831066229	1:50000	NA18870	NA19098	19098_18870	00035
20170912	F09	1	1.359131641	1:50000	NA18870	NA19098	19098_18870	00036
20170912	F10	1	2.039151605	1:50000	NA18870	NA19098	19098_18870	00084
20170912	F11	5	0.040699188	1:50000	NA18870	NA19098	19098_18870	00083
20170912	F12	1	1.619679664	1:50000	NA18870	NA19098	19098_18870	00082
20170912	G01	1	2.507516419	1:50000	NA18870	NA19098	19098_18870	00037
20170912	G02	1	2.823583021	1:50000	NA18870	NA19098	19098_18870	00038
20170912	G03	1	2.349765414	1:50000	NA18870	NA19098	19098_18870	00039
20170912	G04	1	3.122464368	1:50000	NA18870	NA19098	19098_18870	00087
20170912	G05	1	2.293703377	1:50000	NA18870	NA19098	19098_18870	00086
20170912	G06	1	1.026218927	1:50000	NA18870	NA19098	19098_18870	00085
20170912	G07	1	2.103430226	1:50000	NA18870	NA19098	19098_18870	00040
20170912	G08	1	1.681376813	1:50000	NA18870	NA19098	19098_18870	00041
20170912	G09	1	0.713320287	1:50000	NA18870	NA19098	19098_18870	00042
20170912	G10	1	0.84626411	1:50000	NA18870	NA19098	19098_18870	00090
20170912	G11	1	2.605522027	1:50000	NA18870	NA19098	19098_18870	00089
20170912	G12	1	3.317337225	1:50000	NA18870	NA19098	19098_18870	00088
20170912	H01	1	2.171618336	1:50000	NA18870	NA19098	19098_18870	00043
20170912	H02	1	2.713854779	1:50000	NA18870	NA19098	19098_18870	00044
20170912	H03	1	1.524988348	1:50000	NA18870	NA19098	19098_18870	00045
20170912	H04	1	2.318277921	1:50000	NA18870	NA19098	19098_18870	00093
20170912	H05	1	2.530371271	1:50000	NA18870	NA19098	19098_18870	00092
20170912	H06	1	1.841740305	1:50000	NA18870	NA19098	19098_18870	00091
20170912	H07	1	2.268287951	1:50000	NA18870	NA19098	19098_18870	00046
20170912	H08	1	3.298008931	1:50000	NA18870	NA19098	19098_18870	00047
20170912	H09	1	0.501646762	1:50000	NA18870	NA19098	19098_18870	00048
20170912	H10	1	2.850383273	1:50000	NA18870	NA19098	19098_18870	00096
20170912	H11	1	2.171534866	1:50000	NA18870	NA19098	19098_18870	00095
20170912	H12	1	2.328791134	1:50000	NA18870	NA19098	19098_18870	00094
20170913	A01	1	1.511071033	1:50000	NA18855	NA19160	18855_19160	00003
20170913	A02	1	0.98372926	1:50000	NA18855	NA19160	18855_19160	00002
20170913	A03	1	0.52580711	1:50000	NA18855	NA19160	18855_19160	00001
20170913	A04	1	1.385802116	1:50000	NA18855	NA19160	18855_19160	00049
20170913	A05	1	0.921591555	1:50000	NA18855	NA19160	18855_19160	00050
20170913	A06	1	0.846375755	1:50000	NA18855	NA19160	18855_19160	00051
20170913	A07	1	0.496931294	1:50000	NA18855	NA19160	18855_19160	00006
20170913	A08	1	0.840926818	1:50000	NA18855	NA19160	18855_19160	00005
20170913	A09	1	1.135218758	1:50000	NA18855	NA19160	18855_19160	00004
20170913	A10	2	0.827773325	1:50000	NA18855	NA19160	18855_19160	00052
20170913	A11	1	0.673010427	1:50000	NA18855	NA19160	18855_19160	00053
20170913	A12	1	1.481304339	1:50000	NA18855	NA19160	18855_19160	00054
20170913	B01	1	0.574292935	1:50000	NA18855	NA19160	18855_19160	00009
20170913	B02	1	0.926576868	1:50000	NA18855	NA19160	18855_19160	00008
20170913	B03	2	1.13587081	1:50000	NA18855	NA19160	18855_19160	00007
20170913	B04	1	1.495101963	1:50000	NA18855	NA19160	18855_19160	00055
20170913	B05	1	1.290119414	1:50000	NA18855	NA19160	18855_19160	00056
20170913	B06	1	1.923013843	1:50000	NA18855	NA19160	18855_19160	00057
20170913	B07	1	1.227002572	1:50000	NA18855	NA19160	18855_19160	00012
20170913	B08	1	1.094982321	1:50000	NA18855	NA19160	18855_19160	00011
20170913	B09	1	1.577196394	1:50000	NA18855	NA19160	18855_19160	00010
20170913	B10	3	1.594651062	1:50000	NA18855	NA19160	18855_19160	00058
20170913	B11	1	1.785670917	1:50000	NA18855	NA19160	18855_19160	00059
20170913	B12	1	1.111061582	1:50000	NA18855	NA19160	18855_19160	00060
20170913	C01	1	0.548397934	1:50000	NA18855	NA19160	18855_19160	00015
20170913	C02	1	0.992154176	1:50000	NA18855	NA19160	18855_19160	00014
20170913	C03	1	1.891809351	1:50000	NA18855	NA19160	18855_19160	00013
20170913	C04	1	0.533670509	1:50000	NA18855	NA19160	18855_19160	00061
20170913	C05	1	1.120925022	1:50000	NA18855	NA19160	18855_19160	00062
20170913	C06	1	0.618156859	1:50000	NA18855	NA19160	18855_19160	00063
20170913	C07	1	1.586341372	1:50000	NA18855	NA19160	18855_19160	00018
20170913	C08	1	0.49834609	1:50000	NA18855	NA19160	18855_19160	00017
20170913	C09	1	0.803074141	1:50000	NA18855	NA19160	18855_19160	00016
20170913	C10	1	1.655317613	1:50000	NA18855	NA19160	18855_19160	00064
20170913	C11	1	1.142335314	1:50000	NA18855	NA19160	18855_19160	00065
20170913	C12	1	0.547064062	1:50000	NA18855	NA19160	18855_19160	00066
20170913	D01	1	1.550213766	1:50000	NA18855	NA19160	18855_19160	00021
20170913	D02	1	1.012850064	1:50000	NA18855	NA19160	18855_19160	00020
20170913	D03	1	0.814000781	1:50000	NA18855	NA19160	18855_19160	00019
20170913	D04	1	0.997987799	1:50000	NA18855	NA19160	18855_19160	00067
20170913	D05	1	1.049183046	1:50000	NA18855	NA19160	18855_19160	00068
20170913	D06	1	1.828626976	1:50000	NA18855	NA19160	18855_19160	00069
20170913	D07	1	0.431105007	1:50000	NA18855	NA19160	18855_19160	00024
20170913	D08	3	1.041753582	1:50000	NA18855	NA19160	18855_19160	00023
20170913	D09	1	0.570518488	1:50000	NA18855	NA19160	18855_19160	00022
20170913	D10	1	0.975516216	1:50000	NA18855	NA19160	18855_19160	00070
20170913	D11	4	0.98301969	1:50000	NA18855	NA19160	18855_19160	00071
20170913	D12	1	0.372445795	1:50000	NA18855	NA19160	18855_19160	00072
20170913	E01	1	0.385415934	1:50000	NA18855	NA19160	18855_19160	00025
20170913	E02	1	1.024938152	1:50000	NA18855	NA19160	18855_19160	00026
20170913	E03	1	1.105569822	1:50000	NA18855	NA19160	18855_19160	00027
20170913	E04	1	1.293585981	1:50000	NA18855	NA19160	18855_19160	00075
20170913	E05	1	0.992262291	1:50000	NA18855	NA19160	18855_19160	00074
20170913	E06	1	1.807010506	1:50000	NA18855	NA19160	18855_19160	00073
20170913	E07	1	0.50203773	1:50000	NA18855	NA19160	18855_19160	00028
20170913	E08	2	1.423578672	1:50000	NA18855	NA19160	18855_19160	00029
20170913	E09	1	1.046411877	1:50000	NA18855	NA19160	18855_19160	00030
20170913	E10	1	1.494275441	1:50000	NA18855	NA19160	18855_19160	00078
20170913	E11	1	1.078781955	1:50000	NA18855	NA19160	18855_19160	00077
20170913	E12	1	0.363592594	1:50000	NA18855	NA19160	18855_19160	00076
20170913	F01	1	0.992394063	1:50000	NA18855	NA19160	18855_19160	00031
20170913	F02	1	1.036069838	1:50000	NA18855	NA19160	18855_19160	00032
20170913	F03	1	1.771566086	1:50000	NA18855	NA19160	18855_19160	00033
20170913	F04	1	1.468846129	1:50000	NA18855	NA19160	18855_19160	00081
20170913	F05	3	1.186479277	1:50000	NA18855	NA19160	18855_19160	00080
20170913	F06	1	1.786609298	1:50000	NA18855	NA19160	18855_19160	00079
20170913	F07	1	0.591445184	1:50000	NA18855	NA19160	18855_19160	00034
20170913	F08	1	0.554975423	1:50000	NA18855	NA19160	18855_19160	00035
20170913	F09	1	1.219875778	1:50000	NA18855	NA19160	18855_19160	00036
20170913	F10	1	1.673866625	1:50000	NA18855	NA19160	18855_19160	00084
20170913	F11	1	1.501227182	1:50000	NA18855	NA19160	18855_19160	00083
20170913	F12	1	1.333106874	1:50000	NA18855	NA19160	18855_19160	00082
20170913	G01	1	1.849605607	1:50000	NA18855	NA19160	18855_19160	00037
20170913	G02	1	0.570544572	1:50000	NA18855	NA19160	18855_19160	00038
20170913	G03	1	0.491753626	1:50000	NA18855	NA19160	18855_19160	00039
20170913	G04	1	0.573299204	1:50000	NA18855	NA19160	18855_19160	00087
20170913	G05	1	1.517349511	1:50000	NA18855	NA19160	18855_19160	00086
20170913	G06	1	1.663008113	1:50000	NA18855	NA19160	18855_19160	00085
20170913	G07	1	1.737302322	1:50000	NA18855	NA19160	18855_19160	00040
20170913	G08	1	0.634735288	1:50000	NA18855	NA19160	18855_19160	00041
20170913	G09	1	2.116960273	1:50000	NA18855	NA19160	18855_19160	00042
20170913	G10	1	0.542001069	1:50000	NA18855	NA19160	18855_19160	00090
20170913	G11	1	1.75579282	1:50000	NA18855	NA19160	18855_19160	00089
20170913	G12	1	1.089223492	1:50000	NA18855	NA19160	18855_19160	00088
20170913	H01	1	1.593927246	1:50000	NA18855	NA19160	18855_19160	00043
20170913	H02	1	1.925276137	1:50000	NA18855	NA19160	18855_19160	00044
20170913	H03	1	1.471147867	1:50000	NA18855	NA19160	18855_19160	00045
20170913	H04	1	2.406322179	1:50000	NA18855	NA19160	18855_19160	00093
20170913	H05	1	1.425237009	1:50000	NA18855	NA19160	18855_19160	00092
20170913	H06	1	1.906760392	1:50000	NA18855	NA19160	18855_19160	00091
20170913	H07	1	0.635779283	1:50000	NA18855	NA19160	18855_19160	00046
20170913	H08	1	2.585156564	1:50000	NA18855	NA19160	18855_19160	00047
20170913	H09	1	2.598684439	1:50000	NA18855	NA19160	18855_19160	00048
20170913	H10	1	1.869808376	1:50000	NA18855	NA19160	18855_19160	00096
20170913	H11	1	2.105526789	1:50000	NA18855	NA19160	18855_19160	00095
20170913	H12	1	1.004716782	1:50000	NA18855	NA19160	18855_19160	00094
20170914	A01	1	2.172401489	1:50000	NA19101	NA19160	19101_19160	00003
20170914	A02	1	1.796131002	1:50000	NA19101	NA19160	19101_19160	00002
20170914	A03	1	1.581656575	1:50000	NA19101	NA19160	19101_19160	00001
20170914	A04	1	1.17772697	1:50000	NA19101	NA19160	19101_19160	00049
20170914	A05	1	2.898708744	1:50000	NA19101	NA19160	19101_19160	00050
20170914	A06	1	2.879878708	1:50000	NA19101	NA19160	19101_19160	00051
20170914	A07	1	0.687866088	1:50000	NA19101	NA19160	19101_19160	00006
20170914	A08	1	0.665330914	1:50000	NA19101	NA19160	19101_19160	00005
20170914	A09	1	2.187735011	1:50000	NA19101	NA19160	19101_19160	00004
20170914	A10	1	1.863969352	1:50000	NA19101	NA19160	19101_19160	00052
20170914	A11	1	1.040192634	1:50000	NA19101	NA19160	19101_19160	00053
20170914	A12	1	2.90789589	1:50000	NA19101	NA19160	19101_19160	00054
20170914	B01	1	1.708493938	1:50000	NA19101	NA19160	19101_19160	00009
20170914	B02	1	1.756604139	1:50000	NA19101	NA19160	19101_19160	00008
20170914	B03	1	1.841027398	1:50000	NA19101	NA19160	19101_19160	00007
20170914	B04	1	1.332457165	1:50000	NA19101	NA19160	19101_19160	00055
20170914	B05	1	1.386058954	1:50000	NA19101	NA19160	19101_19160	00056
20170914	B06	1	0.755715479	1:50000	NA19101	NA19160	19101_19160	00057
20170914	B07	1	1.743928921	1:50000	NA19101	NA19160	19101_19160	00012
20170914	B08	1	0.922558087	1:50000	NA19101	NA19160	19101_19160	00011
20170914	B09	1	1.980709785	1:50000	NA19101	NA19160	19101_19160	00010
20170914	B10	1	1.797947431	1:50000	NA19101	NA19160	19101_19160	00058
20170914	B11	1	0.808207342	1:50000	NA19101	NA19160	19101_19160	00059
20170914	B12	1	2.404119585	1:50000	NA19101	NA19160	19101_19160	00060
20170914	C01	2	2.237972131	1:50000	NA19101	NA19160	19101_19160	00015
20170914	C02	1	0.528429362	1:50000	NA19101	NA19160	19101_19160	00014
20170914	C03	1	1.744235491	1:50000	NA19101	NA19160	19101_19160	00013
20170914	C04	1	1.238975243	1:50000	NA19101	NA19160	19101_19160	00061
20170914	C05	1	3.046135305	1:50000	NA19101	NA19160	19101_19160	00062
20170914	C06	1	1.823942065	1:50000	NA19101	NA19160	19101_19160	00063
20170914	C07	1	1.044702027	1:50000	NA19101	NA19160	19101_19160	00018
20170914	C08	1	1.764903218	1:50000	NA19101	NA19160	19101_19160	00017
20170914	C09	1	0.52653734	1:50000	NA19101	NA19160	19101_19160	00016
20170914	C10	1	1.802292705	1:50000	NA19101	NA19160	19101_19160	00064
20170914	C11	1	1.288789684	1:50000	NA19101	NA19160	19101_19160	00065
20170914	C12	1	3.350859503	1:50000	NA19101	NA19160	19101_19160	00066
20170914	D01	1	3.400464128	1:50000	NA19101	NA19160	19101_19160	00021
